ID,11miseq10,11miseq11,11miseq12,11miseq13,11miseq14,11miseq15,11miseq16,11miseq17,11miseq18,11miseq19,11miseq20,11miseq21,11miseq22,11miseq23,11miseq24,11miseq25,11miseq26,11miseq27,11miseq28,11miseq29,11miseq30,11miseq31,11miseq32,11miseq33,11miseq34,11miseq35,11miseq36,11miseq37,11miseq38,11miseq39,11miseq40,11miseq46,11miseq47,11miseq48,11miseq49,11miseq50,11miseq6,11miseq7,11miseq8,11miseq81,11miseq82,11miseq83,11miseq84,11miseq85,11miseq86,11miseq87,11miseq88,11miseq89,11miseq9,11miseq90
OTU_197706,110.2719218,1652.726656,636.5179114,173.9684916,224.7501418,441.2814328,441.2814328,173.9684916,441.2814328,135.5288986,485.6721891,401.6152498,346.2130012,328.0535544,485.6721891,1170.584609,197.365802,283.0814599,173.9684916,155.99882,365.3746115,164.8537874,636.5179114,173.9684916,328.0535544,241.5517744,241.5517744,365.3746115,173.9684916,211.8125858,283.0814599,328.0535544,211.8125858,185.0251354,262.5581823,224.7501418,365.3746115,304.060219,262.5581823,3.403359952,45.35720104,45.35720104,3.857735491,19.57234257,224.7501418,79.59194432,68.05255885,51.25622778,304.060219,139.3047021
OTU_177195,441.2814328,365.3746115,529.1852685,304.060219,529.1852685,578.032735,262.5581823,441.2814328,262.5581823,365.3746115,1170.584609,328.0535544,283.0814599,767.6605602,70.79368398,57.09426903,383.0677098,92.48407655,879.4248367,578.032735,155.99882,148.6591024,21.77712918,328.0535544,304.060219,211.8125858,283.0814599,148.6591024,690.6759144,767.6605602,110.2719218,148.6591024,1021.874815,241.5517744,224.7501418,124.1110535,636.5179114,636.5179114,365.3746115,19.57234257,21.67969603,3.586268059,24.73492405,3.429062513,283.0814599,88.28590531,132.2858285,114.0304872,1170.584609,3.302580089
OTU_191067,82.04388397,1021.874815,185.0251354,143.184928,63.93079511,124.1110535,328.0535544,39.85366386,89.88510795,124.1110535,365.3746115,50.74991678,143.184928,82.04388397,86.71484203,95.49572195,143.184928,107.508126,328.0535544,83.56616605,485.6721891,95.49572195,241.5517744,63.93079511,55.77974881,79.59194432,126.5908477,65.41609149,79.59194432,328.0535544,155.99882,155.99882,328.0535544,262.5581823,879.4248367,164.8537874,283.0814599,283.0814599,283.0814599,3.403359952,75.39423433,3.586268059,3.857735491,68.05255885,879.4248367,33.28051,59.2652654,485.6721891,3761.972673,17.52363619
OTU_3957916,224.7501418,211.8125858,441.2814328,262.5581823,365.3746115,636.5179114,529.1852685,328.0535544,529.1852685,441.2814328,304.060219,173.9684916,197.365802,262.5581823,211.8125858,164.8537874,224.7501418,197.365802,185.0251354,124.1110535,148.6591024,241.5517744,401.6152498,529.1852685,124.1110535,283.0814599,578.032735,485.6721891,241.5517744,401.6152498,578.032735,262.5581823,441.2814328,441.2814328,767.6605602,636.5179114,441.2814328,60.80876317,529.1852685,19.57234257,91.17543267,45.35720104,24.73492405,19.57234257,8.972400599,18.11835489,19.15027266,2.70124834,485.6721891,31.05636888
OTU_271866,304.060219,529.1852685,6.754775438,224.7501418,241.5517744,241.5517744,164.8537874,5.26342725,578.032735,143.184928,690.6759144,879.4248367,441.2814328,129.1197934,767.6605602,1378.15924,89.88510795,690.6759144,124.1110535,262.5581823,401.6152498,211.8125858,529.1852685,148.6591024,262.5581823,262.5581823,365.3746115,304.060219,211.8125858,365.3746115,529.1852685,401.6152498,224.7501418,169.3501893,95.49572195,197.365802,401.6152498,767.6605602,690.6759144,19.57234257,3.741327691,3.586268059,3.857735491,3.429062513,45.35720104,33.28051,31.71722203,2.70124834,328.0535544,74.17869999
OTU_258550,262.5581823,52.72242597,107.508126,1378.15924,185.0251354,95.49572195,51.76749244,1956.028319,148.6591024,636.5179114,767.6605602,262.5581823,401.6152498,1170.584609,173.9684916,139.3047021,1378.15924,83.56616605,21.00707974,636.5179114,34.84966968,690.6759144,283.0814599,1378.15924,529.1852685,304.060219,95.49572195,117.9160101,401.6152498,241.5517744,185.0251354,365.3746115,110.2719218,879.4248367,328.0535544,283.0814599,92.48407655,43.29408765,135.5288986,89.88510795,45.35720104,197.365802,3.857735491,241.5517744,690.6759144,462.9461963,578.032735,401.6152498,93.97796301,74.17869999
OTU_816702,2.884224942,3.645106158,0,2.590348178,1.213822213,0,0.37732599,2.429011629,0,0,1.262899525,1.213822213,0,1.313064811,0,0,1.16021844,2.31683706,1.847777434,0,0,0.968727197,4.503538284,0,1.831651691,0,0,0,3.741327691,1.847777434,0,2.160101286,0,0,0,0,0,3.321977771,0,3.403359952,3.741327691,3.586268059,3.857735491,3.429062513,1.815617261,3.321977771,1.815617261,2.70124834,0,3.302580089
OTU_827689,43.29408765,441.2814328,690.6759144,529.1852685,578.032735,304.060219,129.1197934,143.184928,636.5179114,401.6152498,197.365802,124.1110535,485.6721891,529.1852685,262.5581823,304.060219,441.2814328,365.3746115,441.2814328,148.6591024,304.060219,117.9160101,75.39423433,485.6721891,224.7501418,441.2814328,1652.726656,328.0535544,529.1852685,224.7501418,401.6152498,22.66033366,283.0814599,36.12810227,79.59194432,155.99882,108.8813347,578.032735,103.1288812,19.57234257,21.67969603,21.67969603,3.857735491,19.57234257,15.5048024,3.321977771,44.31390434,12.1344366,82.04388397,51.76749244
OTU_262095,529.1852685,114.0304872,328.0535544,636.5179114,879.4248367,485.6721891,233.0002082,1170.584609,328.0535544,197.365802,95.49572195,185.0251354,185.0251354,401.6152498,19.80969418,89.88510795,767.6605602,57.09426903,578.032735,185.0251354,129.1197934,76.62942216,211.8125858,185.0251354,114.0304872,39.44590186,155.99882,79.59194432,52.72242597,32.23739275,107.508126,224.7501418,135.5288986,283.0814599,143.184928,304.060219,262.5581823,40.26553679,155.99882,52.24281835,179.4121319,441.2814328,82.04388397,690.6759144,110.2719218,262.5581823,218.1859289,233.0002082,164.8537874,139.3047021
OTU_167034,155.99882,328.0535544,262.5581823,103.1288812,328.0535544,365.3746115,173.9684916,155.99882,86.71484203,211.8125858,86.71484203,690.6759144,173.9684916,143.184928,636.5179114,224.7501418,95.49572195,485.6721891,76.62942216,143.184928,211.8125858,401.6152498,124.1110535,60.80876317,173.9684916,224.7501418,401.6152498,401.6152498,164.8537874,283.0814599,197.365802,164.8537874,95.49572195,211.8125858,164.8537874,262.5581823,164.8537874,328.0535544,224.7501418,34.05631127,21.67969603,3.586268059,52.24281835,36.80025858,12.28006698,18.11835489,19.15027266,2.70124834,191.0963955,17.52363619
OTU_91557,1.313064811,0,2.4123325,0.968727197,0,0,0,3.623001952,0.946511609,0,1.262899525,1.213822213,2.356053939,0,0.270467942,2.395734501,0,0,0,3.321977771,3.169812702,2.506747284,0,3.549826051,3.377806547,0,0,0,0,0,0,0,0,0,1.815617261,0,1.107912588,0,0,19.57234257,3.741327691,45.35720104,3.857735491,3.429062513,1.815617261,3.321977771,1.815617261,2.70124834,0,17.52363619
OTU_668514,1.313064811,1.453620156,4.668674006,4.13083904,2.31683706,0,0.37732599,2.429011629,0,0.297368966,0,0,2.356053939,0,0.270467942,0,0,2.31683706,1.847777434,0,3.169812702,2.506747284,3.549826051,0,1.831651691,0,0,0,0,0,0,0,0.244124712,0,3.857735491,1.048723459,0.270467942,0,0.168656074,3.403359952,3.741327691,3.586268059,3.857735491,19.57234257,1.815617261,33.28051,1.815617261,2.70124834,0,3.302580089
OTU_178959,164.8537874,241.5517744,36.12810227,241.5517744,135.5288986,148.6591024,211.8125858,103.1288812,211.8125858,224.7501418,283.0814599,365.3746115,262.5581823,173.9684916,304.060219,328.0535544,185.0251354,304.060219,211.8125858,211.8125858,197.365802,224.7501418,38.80015637,143.184928,89.88510795,143.184928,173.9684916,173.9684916,148.6591024,164.8537874,211.8125858,241.5517744,197.365802,143.184928,185.0251354,211.8125858,241.5517744,148.6591024,173.9684916,3.403359952,21.67969603,3.586268059,3.857735491,36.80025858,1.815617261,33.28051,19.15027266,2.70124834,173.9684916,3.302580089
OTU_635059,185.0251354,148.6591024,0,185.0251354,129.1197934,92.48407655,233.0002082,224.7501418,143.184928,110.2719218,143.184928,1652.726656,1956.028319,304.060219,401.6152498,441.2814328,57.09426903,262.5581823,5.914878753,129.1197934,41.97685708,462.9461963,224.7501418,879.4248367,63.93079511,164.8537874,529.1852685,92.48407655,224.7501418,304.060219,485.6721891,283.0814599,34.84966968,99.23967065,92.48407655,148.6591024,76.62942216,10.68839535,197.365802,19.57234257,3.741327691,21.67969603,3.857735491,3.429062513,10.80962395,3.321977771,11.10778841,28.31937733,110.2719218,3.302580089
OTU_98048,173.9684916,5.838443653,50.74991678,197.365802,155.99882,11.23452466,85.11635316,241.5517744,224.7501418,173.9684916,107.508126,241.5517744,155.99882,89.88510795,155.99882,283.0814599,42.26095938,135.5288986,155.99882,197.365802,114.0304872,59.2652654,129.1197934,155.99882,41.13298513,148.6591024,262.5581823,185.0251354,197.365802,197.365802,365.3746115,124.1110535,85.11635316,107.508126,485.6721891,173.9684916,185.0251354,164.8537874,86.71484203,3.403359952,3.741327691,21.67969603,3.857735491,19.57234257,1.815617261,3.321977771,8.972400599,2.70124834,143.184928,3.302580089
