11miseq6,stool4wkHFHS
11miseq7,stool4wkHFHS
11miseq8,stool4wkHFHS
11miseq9,stool4wkHFHS
11miseq10,stool4wkHFHS
11miseq11,stool4wkHFHS
11miseq12,stool4wkHFHS
11miseq13,stool4wkHFHS
11miseq14,stool4wkHFHS
11miseq15,stool4wkHFHS
11miseq16,stool4wkHFHS
11miseq17,stool4wkHFHS
11miseq18,stool4wkHFHS
11miseq19,stool4wkHFHS
11miseq20,stool4wkHFHS
11miseq21,stool4wkHFHS
11miseq22,stool4wkHFHS
11miseq23,stool4wkHFHS
11miseq24,stool4wkHFHS
11miseq25,stool4wkHFHS
11miseq26,stool4wkHFHS
11miseq27,stool4wkHFHS
11miseq28,stool4wkHFHS
11miseq29,stool4wkHFHS
11miseq30,stool4wkHFHS
11miseq31,stool4wkHFHS
11miseq32,stool4wkHFHS
11miseq33,stool4wkHFHS
11miseq34,stool4wkHFHS
11miseq35,stool4wkHFHS
11miseq36,stool4wkHFHS
11miseq37,stool4wkHFHS
11miseq38,stool4wkHFHS
11miseq39,stool4wkHFHS
11miseq40,stool4wkHFHS
11miseq46,stool8wkHFHS
11miseq47,stool8wkHFHS
11miseq48,stool8wkHFHS
11miseq49,stool8wkHFHS
11miseq50,stool8wkHFHS
11miseq81,ileum8wkNCD
11miseq82,ileum8wkNCD
11miseq83,ileum8wkNCD
11miseq84,ileum8wkNCD
11miseq85,ileum8wkNCD
11miseq86,ileum8wkHFHS
11miseq87,ileum8wkHFHS
11miseq88,ileum8wkHFHS
11miseq89,ileum8wkHFHS
11miseq90,ileum8wkHFHS
