lipid_metab_node,RNAseq_node,Shortest_path_length,number_of_shortest_paths
lipid108,ENSMUSG00000026234,8,10
lipid108,ENSMUSG00000026353,8,10
lipid108,ENSMUSG00000026398,9,110
lipid108,ENSMUSG00000026464,9,160
lipid108,ENSMUSG00000026579,8,10
lipid108,ENSMUSG00000026740,9,30
lipid108,ENSMUSG00000026743,10,810
lipid108,ENSMUSG00000026991,9,50
lipid108,ENSMUSG00000027677,9,40
lipid108,ENSMUSG00000027680,8,20
lipid108,ENSMUSG00000027708,10,290
lipid108,ENSMUSG00000027884,9,110
lipid108,ENSMUSG00000028029,9,160
lipid108,ENSMUSG00000028053,8,10
lipid108,ENSMUSG00000028180,9,150
lipid108,ENSMUSG00000028559,9,180
lipid108,ENSMUSG00000028797,9,20
lipid108,ENSMUSG00000028869,9,50
lipid108,ENSMUSG00000029623,9,110
lipid108,ENSMUSG00000029634,9,50
lipid108,ENSMUSG00000029836,8,10
lipid108,ENSMUSG00000030059,9,320
lipid108,ENSMUSG00000030122,9,60
lipid108,ENSMUSG00000030216,9,20
lipid108,ENSMUSG00000030451,9,60
lipid108,ENSMUSG00000030557,9,100
lipid108,ENSMUSG00000030738,8,20
lipid108,ENSMUSG00000031060,9,10
lipid108,ENSMUSG00000031357,8,10
lipid108,ENSMUSG00000031902,9,240
lipid108,ENSMUSG00000031954,9,30
lipid108,ENSMUSG00000032384,10,930
lipid108,ENSMUSG00000032407,9,250
lipid108,ENSMUSG00000032525,9,40
lipid108,ENSMUSG00000032727,9,180
lipid108,ENSMUSG00000032763,4,3
lipid108,ENSMUSG00000033228,9,10
lipid108,ENSMUSG00000034163,10,1050
lipid108,ENSMUSG00000034243,8,10
lipid108,ENSMUSG00000034252,8,10
lipid108,ENSMUSG00000034610,8,10
lipid108,ENSMUSG00000034620,8,10
lipid108,ENSMUSG00000035284,9,190
lipid108,ENSMUSG00000035349,8,10
lipid108,ENSMUSG00000035469,9,70
lipid108,ENSMUSG00000035762,9,70
lipid108,ENSMUSG00000036180,9,60
lipid108,ENSMUSG00000036940,8,10
lipid108,ENSMUSG00000037110,9,20
lipid108,ENSMUSG00000037234,9,120
lipid108,ENSMUSG00000037416,9,10
lipid108,ENSMUSG00000038446,9,10
lipid108,ENSMUSG00000038664,8,10
lipid108,ENSMUSG00000038708,8,10
lipid108,ENSMUSG00000038774,8,10
lipid108,ENSMUSG00000039704,10,160
lipid108,ENSMUSG00000040459,9,80
lipid108,ENSMUSG00000040549,9,170
lipid108,ENSMUSG00000041360,10,520
lipid108,ENSMUSG00000041997,9,140
lipid108,ENSMUSG00000042605,8,10
lipid108,ENSMUSG00000042814,7,10
lipid108,ENSMUSG00000043279,9,20
lipid108,ENSMUSG00000044252,9,10
lipid108,ENSMUSG00000044519,8,10
lipid108,ENSMUSG00000044573,8,10
lipid108,ENSMUSG00000046111,9,40
lipid108,ENSMUSG00000046230,8,10
lipid108,ENSMUSG00000048000,8,10
lipid108,ENSMUSG00000048118,9,50
lipid108,ENSMUSG00000049091,8,10
lipid108,ENSMUSG00000049606,8,10
lipid108,ENSMUSG00000050697,8,10
lipid108,ENSMUSG00000051285,8,10
lipid108,ENSMUSG00000052337,9,100
lipid108,ENSMUSG00000052428,9,40
lipid108,ENSMUSG00000052539,8,20
lipid108,ENSMUSG00000052595,7,10
lipid108,ENSMUSG00000053453,8,10
lipid108,ENSMUSG00000053510,10,770
lipid108,ENSMUSG00000053877,8,20
lipid108,ENSMUSG00000054226,9,40
lipid108,ENSMUSG00000056608,9,60
lipid108,ENSMUSG00000057110,9,70
lipid108,ENSMUSG00000057181,9,10
lipid108,ENSMUSG00000058056,10,710
lipid108,ENSMUSG00000058301,9,70
lipid108,ENSMUSG00000058587,9,150
lipid108,ENSMUSG00000059495,8,10
lipid108,ENSMUSG00000060961,8,10
lipid108,ENSMUSG00000061331,9,170
lipid108,ENSMUSG00000061755,8,10
lipid108,ENSMUSG00000062949,8,10
lipid108,ENSMUSG00000062981,9,180
lipid108,ENSMUSG00000063077,8,10
lipid108,ENSMUSG00000063382,10,100
lipid108,ENSMUSG00000064294,8,10
lipid108,ENSMUSG00000064337,8,20
lipid108,ENSMUSG00000064339,8,10
lipid108,ENSMUSG00000064345,9,170
lipid108,ENSMUSG00000064367,8,10
lipid108,ENSMUSG00000066406,9,10
lipid108,ENSMUSG00000068220,4,6
lipid108,ENSMUSG00000069892,8,10
lipid108,ENSMUSG00000070594,8,20
lipid108,ENSMUSG00000072294,9,10
lipid108,ENSMUSG00000074422,8,10
lipid108,ENSMUSG00000078427,9,170
lipid108,ENSMUSG00000080542,9,110
lipid108,ENSMUSG00000090836,9,90
lipid109,ENSMUSG00000000056,5,1
lipid109,ENSMUSG00000002028,6,9
lipid109,ENSMUSG00000003039,6,5
lipid109,ENSMUSG00000003813,6,1
lipid109,ENSMUSG00000004207,4,1
lipid109,ENSMUSG00000006005,5,1
lipid109,ENSMUSG00000011960,6,1
lipid109,ENSMUSG00000015759,6,3
lipid109,ENSMUSG00000016756,5,1
lipid109,ENSMUSG00000020154,6,1
lipid109,ENSMUSG00000020224,5,1
lipid109,ENSMUSG00000020250,6,9
lipid109,ENSMUSG00000020608,6,28
lipid109,ENSMUSG00000020609,5,1
lipid109,ENSMUSG00000020709,6,12
lipid109,ENSMUSG00000020721,5,1
lipid109,ENSMUSG00000020863,5,1
lipid109,ENSMUSG00000021039,4,1
lipid109,ENSMUSG00000021149,6,13
lipid109,ENSMUSG00000021243,6,1
lipid109,ENSMUSG00000021408,7,53
lipid109,ENSMUSG00000021413,6,10
lipid109,ENSMUSG00000021549,6,10
lipid109,ENSMUSG00000022141,6,8
lipid109,ENSMUSG00000022205,7,90
lipid109,ENSMUSG00000022383,5,2
lipid109,ENSMUSG00000022387,6,2
lipid109,ENSMUSG00000022521,6,2
lipid109,ENSMUSG00000022911,5,1
lipid109,ENSMUSG00000023852,5,2
lipid109,ENSMUSG00000024083,6,4
lipid109,ENSMUSG00000024096,4,20
lipid109,ENSMUSG00000024122,6,1
lipid109,ENSMUSG00000024188,6,9
lipid109,ENSMUSG00000024384,6,1
lipid109,ENSMUSG00000024498,5,1
lipid109,ENSMUSG00000024526,5,9
lipid109,ENSMUSG00000024921,6,1
lipid109,ENSMUSG00000024975,6,2
lipid109,ENSMUSG00000025194,6,4
lipid109,ENSMUSG00000025364,6,3
lipid109,ENSMUSG00000025809,5,1
lipid109,ENSMUSG00000025860,6,5
lipid109,ENSMUSG00000026234,5,1
lipid109,ENSMUSG00000026353,5,1
lipid109,ENSMUSG00000026398,6,11
lipid109,ENSMUSG00000026464,6,16
lipid109,ENSMUSG00000026579,5,1
lipid109,ENSMUSG00000026740,6,3
lipid109,ENSMUSG00000026743,7,81
lipid109,ENSMUSG00000026991,6,5
lipid109,ENSMUSG00000027677,6,4
lipid109,ENSMUSG00000027680,5,2
lipid109,ENSMUSG00000027708,7,29
lipid109,ENSMUSG00000027884,6,11
lipid109,ENSMUSG00000028029,6,16
lipid109,ENSMUSG00000028053,5,1
lipid109,ENSMUSG00000028180,6,15
lipid109,ENSMUSG00000028559,6,18
lipid109,ENSMUSG00000028797,6,2
lipid109,ENSMUSG00000028869,6,5
lipid109,ENSMUSG00000029623,6,11
lipid109,ENSMUSG00000029634,6,5
lipid109,ENSMUSG00000029836,5,1
lipid109,ENSMUSG00000030059,6,32
lipid109,ENSMUSG00000030122,6,6
lipid109,ENSMUSG00000030216,6,2
lipid109,ENSMUSG00000030451,6,6
lipid109,ENSMUSG00000030557,6,10
lipid109,ENSMUSG00000030738,5,2
lipid109,ENSMUSG00000031060,6,1
lipid109,ENSMUSG00000031357,5,1
lipid109,ENSMUSG00000031902,6,24
lipid109,ENSMUSG00000031954,6,3
lipid109,ENSMUSG00000032384,7,93
lipid109,ENSMUSG00000032407,6,25
lipid109,ENSMUSG00000032525,6,4
lipid109,ENSMUSG00000032727,6,18
lipid109,ENSMUSG00000032763,2,1
lipid109,ENSMUSG00000033228,6,1
lipid109,ENSMUSG00000034163,7,105
lipid109,ENSMUSG00000034243,5,1
lipid109,ENSMUSG00000034252,5,1
lipid109,ENSMUSG00000034610,5,1
lipid109,ENSMUSG00000034620,5,1
lipid109,ENSMUSG00000035284,6,19
lipid109,ENSMUSG00000035349,5,1
lipid109,ENSMUSG00000035469,6,7
lipid109,ENSMUSG00000035762,6,7
lipid109,ENSMUSG00000036180,6,6
lipid109,ENSMUSG00000036940,5,1
lipid109,ENSMUSG00000037110,6,2
lipid109,ENSMUSG00000037234,6,12
lipid109,ENSMUSG00000037416,6,1
lipid109,ENSMUSG00000038446,6,1
lipid109,ENSMUSG00000038664,5,1
lipid109,ENSMUSG00000038708,5,1
lipid109,ENSMUSG00000038774,5,1
lipid109,ENSMUSG00000039704,7,16
lipid109,ENSMUSG00000040459,6,8
lipid109,ENSMUSG00000040549,6,17
lipid109,ENSMUSG00000041360,7,52
lipid109,ENSMUSG00000041997,6,14
lipid109,ENSMUSG00000042605,5,1
lipid109,ENSMUSG00000042814,4,1
lipid109,ENSMUSG00000043279,6,2
lipid109,ENSMUSG00000044252,6,1
lipid109,ENSMUSG00000044519,5,1
lipid109,ENSMUSG00000044573,5,1
lipid109,ENSMUSG00000046111,6,4
lipid109,ENSMUSG00000046230,5,1
lipid109,ENSMUSG00000048000,5,1
lipid109,ENSMUSG00000048118,6,5
lipid109,ENSMUSG00000049091,5,1
lipid109,ENSMUSG00000049606,5,1
lipid109,ENSMUSG00000050697,5,1
lipid109,ENSMUSG00000051285,5,1
lipid109,ENSMUSG00000052337,6,10
lipid109,ENSMUSG00000052428,6,4
lipid109,ENSMUSG00000052539,5,2
lipid109,ENSMUSG00000052595,4,1
lipid109,ENSMUSG00000053453,5,1
lipid109,ENSMUSG00000053510,7,77
lipid109,ENSMUSG00000053877,5,2
lipid109,ENSMUSG00000054226,6,4
lipid109,ENSMUSG00000056608,6,6
lipid109,ENSMUSG00000057110,6,7
lipid109,ENSMUSG00000057181,6,1
lipid109,ENSMUSG00000058056,7,71
lipid109,ENSMUSG00000058301,6,7
lipid109,ENSMUSG00000058587,6,15
lipid109,ENSMUSG00000059495,5,1
lipid109,ENSMUSG00000060961,5,1
lipid109,ENSMUSG00000061331,6,17
lipid109,ENSMUSG00000061755,5,1
lipid109,ENSMUSG00000062949,5,1
lipid109,ENSMUSG00000062981,6,18
lipid109,ENSMUSG00000063077,5,1
lipid109,ENSMUSG00000063382,7,10
lipid109,ENSMUSG00000064294,5,1
lipid109,ENSMUSG00000064337,5,2
lipid109,ENSMUSG00000064339,5,1
lipid109,ENSMUSG00000064345,6,17
lipid109,ENSMUSG00000064367,5,1
lipid109,ENSMUSG00000066406,6,1
lipid109,ENSMUSG00000068220,5,14
lipid109,ENSMUSG00000069892,5,1
lipid109,ENSMUSG00000070594,5,2
lipid109,ENSMUSG00000072294,6,1
lipid109,ENSMUSG00000074422,5,1
lipid109,ENSMUSG00000078427,6,17
lipid109,ENSMUSG00000080542,6,11
lipid109,ENSMUSG00000090836,6,9
lipid110,ENSMUSG00000000056,4,1
lipid110,ENSMUSG00000002028,5,9
lipid110,ENSMUSG00000003039,5,5
lipid110,ENSMUSG00000003813,5,1
lipid110,ENSMUSG00000004207,5,1
lipid110,ENSMUSG00000006005,4,1
lipid110,ENSMUSG00000011960,5,1
lipid110,ENSMUSG00000015759,5,3
lipid110,ENSMUSG00000016756,4,1
lipid110,ENSMUSG00000020154,5,1
lipid110,ENSMUSG00000020224,4,1
lipid110,ENSMUSG00000020250,5,9
lipid110,ENSMUSG00000020608,5,28
lipid110,ENSMUSG00000020609,4,1
lipid110,ENSMUSG00000020709,5,12
lipid110,ENSMUSG00000020721,4,1
lipid110,ENSMUSG00000020863,4,1
lipid110,ENSMUSG00000021039,3,1
lipid110,ENSMUSG00000021149,5,13
lipid110,ENSMUSG00000021243,5,1
lipid110,ENSMUSG00000021408,6,53
lipid110,ENSMUSG00000021413,5,10
lipid110,ENSMUSG00000021549,5,10
lipid110,ENSMUSG00000022141,5,8
lipid110,ENSMUSG00000022205,6,90
lipid110,ENSMUSG00000022383,4,2
lipid110,ENSMUSG00000022387,5,2
lipid110,ENSMUSG00000022521,5,2
lipid110,ENSMUSG00000022911,4,1
lipid110,ENSMUSG00000023852,4,2
lipid110,ENSMUSG00000024083,5,4
lipid110,ENSMUSG00000024096,4,7
lipid110,ENSMUSG00000024122,5,1
lipid110,ENSMUSG00000024188,5,9
lipid110,ENSMUSG00000024384,5,1
lipid110,ENSMUSG00000024498,4,1
lipid110,ENSMUSG00000024526,6,16
lipid110,ENSMUSG00000024921,5,1
lipid110,ENSMUSG00000024975,5,2
lipid110,ENSMUSG00000025194,5,4
lipid110,ENSMUSG00000025364,5,3
lipid110,ENSMUSG00000025809,4,1
lipid110,ENSMUSG00000025860,5,5
lipid110,ENSMUSG00000026234,4,1
lipid110,ENSMUSG00000026353,4,1
lipid110,ENSMUSG00000026398,5,11
lipid110,ENSMUSG00000026464,5,16
lipid110,ENSMUSG00000026579,4,1
lipid110,ENSMUSG00000026740,5,3
lipid110,ENSMUSG00000026743,6,81
lipid110,ENSMUSG00000026991,5,5
lipid110,ENSMUSG00000027677,5,4
lipid110,ENSMUSG00000027680,4,2
lipid110,ENSMUSG00000027708,6,29
lipid110,ENSMUSG00000027884,5,11
lipid110,ENSMUSG00000028029,5,16
lipid110,ENSMUSG00000028053,4,1
lipid110,ENSMUSG00000028180,5,15
lipid110,ENSMUSG00000028559,5,18
lipid110,ENSMUSG00000028797,5,2
lipid110,ENSMUSG00000028869,5,5
lipid110,ENSMUSG00000029623,5,11
lipid110,ENSMUSG00000029634,5,5
lipid110,ENSMUSG00000029836,4,1
lipid110,ENSMUSG00000030059,5,32
lipid110,ENSMUSG00000030122,5,6
lipid110,ENSMUSG00000030216,5,2
lipid110,ENSMUSG00000030451,5,6
lipid110,ENSMUSG00000030557,5,10
lipid110,ENSMUSG00000030738,4,2
lipid110,ENSMUSG00000031060,5,1
lipid110,ENSMUSG00000031357,4,1
lipid110,ENSMUSG00000031902,5,24
lipid110,ENSMUSG00000031954,5,3
lipid110,ENSMUSG00000032384,6,93
lipid110,ENSMUSG00000032407,5,25
lipid110,ENSMUSG00000032525,5,4
lipid110,ENSMUSG00000032727,5,18
lipid110,ENSMUSG00000032763,3,2
lipid110,ENSMUSG00000033228,5,1
lipid110,ENSMUSG00000034163,6,105
lipid110,ENSMUSG00000034243,4,1
lipid110,ENSMUSG00000034252,4,1
lipid110,ENSMUSG00000034610,4,1
lipid110,ENSMUSG00000034620,4,1
lipid110,ENSMUSG00000035284,5,19
lipid110,ENSMUSG00000035349,4,1
lipid110,ENSMUSG00000035469,5,7
lipid110,ENSMUSG00000035762,5,7
lipid110,ENSMUSG00000036180,5,6
lipid110,ENSMUSG00000036940,4,1
lipid110,ENSMUSG00000037110,5,2
lipid110,ENSMUSG00000037234,5,12
lipid110,ENSMUSG00000037416,5,1
lipid110,ENSMUSG00000038446,5,1
lipid110,ENSMUSG00000038664,4,1
lipid110,ENSMUSG00000038708,4,1
lipid110,ENSMUSG00000038774,4,1
lipid110,ENSMUSG00000039704,6,16
lipid110,ENSMUSG00000040459,5,8
lipid110,ENSMUSG00000040549,5,17
lipid110,ENSMUSG00000041360,6,52
lipid110,ENSMUSG00000041997,5,14
lipid110,ENSMUSG00000042605,4,1
lipid110,ENSMUSG00000042814,3,1
lipid110,ENSMUSG00000043279,5,2
lipid110,ENSMUSG00000044252,5,1
lipid110,ENSMUSG00000044519,4,1
lipid110,ENSMUSG00000044573,4,1
lipid110,ENSMUSG00000046111,5,4
lipid110,ENSMUSG00000046230,4,1
lipid110,ENSMUSG00000048000,4,1
lipid110,ENSMUSG00000048118,5,5
lipid110,ENSMUSG00000049091,4,1
lipid110,ENSMUSG00000049606,4,1
lipid110,ENSMUSG00000050697,4,1
lipid110,ENSMUSG00000051285,4,1
lipid110,ENSMUSG00000052337,5,10
lipid110,ENSMUSG00000052428,5,4
lipid110,ENSMUSG00000052539,4,2
lipid110,ENSMUSG00000052595,3,1
lipid110,ENSMUSG00000053453,4,1
lipid110,ENSMUSG00000053510,6,77
lipid110,ENSMUSG00000053877,4,2
lipid110,ENSMUSG00000054226,5,4
lipid110,ENSMUSG00000056608,5,6
lipid110,ENSMUSG00000057110,5,7
lipid110,ENSMUSG00000057181,5,1
lipid110,ENSMUSG00000058056,6,71
lipid110,ENSMUSG00000058301,5,7
lipid110,ENSMUSG00000058587,5,15
lipid110,ENSMUSG00000059495,4,1
lipid110,ENSMUSG00000060961,4,1
lipid110,ENSMUSG00000061331,5,17
lipid110,ENSMUSG00000061755,4,1
lipid110,ENSMUSG00000062949,4,1
lipid110,ENSMUSG00000062981,5,18
lipid110,ENSMUSG00000063077,4,1
lipid110,ENSMUSG00000063382,6,10
lipid110,ENSMUSG00000064294,4,1
lipid110,ENSMUSG00000064337,4,2
lipid110,ENSMUSG00000064339,4,1
lipid110,ENSMUSG00000064345,5,17
lipid110,ENSMUSG00000064367,4,1
lipid110,ENSMUSG00000066406,5,1
lipid110,ENSMUSG00000068220,6,21
lipid110,ENSMUSG00000069892,4,1
lipid110,ENSMUSG00000070594,4,2
lipid110,ENSMUSG00000072294,5,1
lipid110,ENSMUSG00000074422,4,1
lipid110,ENSMUSG00000078427,5,17
lipid110,ENSMUSG00000080542,5,11
lipid110,ENSMUSG00000090836,5,9
lipid112,ENSMUSG00000000056,6,12
lipid112,ENSMUSG00000002028,7,108
lipid112,ENSMUSG00000003039,7,60
lipid112,ENSMUSG00000003813,7,12
lipid112,ENSMUSG00000004207,5,4
lipid112,ENSMUSG00000006005,6,12
lipid112,ENSMUSG00000011960,7,12
lipid112,ENSMUSG00000015759,7,36
lipid112,ENSMUSG00000016756,6,12
lipid112,ENSMUSG00000020154,7,12
lipid112,ENSMUSG00000020224,6,12
lipid112,ENSMUSG00000020250,7,108
lipid112,ENSMUSG00000020608,7,336
lipid112,ENSMUSG00000020609,6,12
lipid112,ENSMUSG00000020709,7,144
lipid112,ENSMUSG00000020721,6,12
lipid112,ENSMUSG00000020863,6,12
lipid112,ENSMUSG00000021039,5,12
lipid112,ENSMUSG00000021149,7,156
lipid112,ENSMUSG00000021243,7,12
lipid112,ENSMUSG00000021408,8,636
lipid112,ENSMUSG00000021413,7,120
lipid112,ENSMUSG00000021549,7,120
lipid112,ENSMUSG00000022141,7,96
lipid112,ENSMUSG00000022205,8,1080
lipid112,ENSMUSG00000022383,6,24
lipid112,ENSMUSG00000022387,7,24
lipid112,ENSMUSG00000022521,7,24
lipid112,ENSMUSG00000022911,6,12
lipid112,ENSMUSG00000023852,6,24
lipid112,ENSMUSG00000024083,7,48
lipid112,ENSMUSG00000024096,3,1
lipid112,ENSMUSG00000024122,7,12
lipid112,ENSMUSG00000024188,7,108
lipid112,ENSMUSG00000024384,7,12
lipid112,ENSMUSG00000024498,6,12
lipid112,ENSMUSG00000024526,5,2
lipid112,ENSMUSG00000024921,7,12
lipid112,ENSMUSG00000024975,7,24
lipid112,ENSMUSG00000025194,7,48
lipid112,ENSMUSG00000025364,7,36
lipid112,ENSMUSG00000025809,6,12
lipid112,ENSMUSG00000025860,7,60
lipid112,ENSMUSG00000026234,6,12
lipid112,ENSMUSG00000026353,6,12
lipid112,ENSMUSG00000026398,7,132
lipid112,ENSMUSG00000026464,7,192
lipid112,ENSMUSG00000026579,6,12
lipid112,ENSMUSG00000026740,7,36
lipid112,ENSMUSG00000026743,8,972
lipid112,ENSMUSG00000026991,7,60
lipid112,ENSMUSG00000027677,7,48
lipid112,ENSMUSG00000027680,6,24
lipid112,ENSMUSG00000027708,8,348
lipid112,ENSMUSG00000027884,7,132
lipid112,ENSMUSG00000028029,7,192
lipid112,ENSMUSG00000028053,6,12
lipid112,ENSMUSG00000028180,7,180
lipid112,ENSMUSG00000028559,7,216
lipid112,ENSMUSG00000028797,7,24
lipid112,ENSMUSG00000028869,7,60
lipid112,ENSMUSG00000029623,7,132
lipid112,ENSMUSG00000029634,7,60
lipid112,ENSMUSG00000029836,6,12
lipid112,ENSMUSG00000030059,7,384
lipid112,ENSMUSG00000030122,7,72
lipid112,ENSMUSG00000030216,7,24
lipid112,ENSMUSG00000030451,7,72
lipid112,ENSMUSG00000030557,7,120
lipid112,ENSMUSG00000030738,6,24
lipid112,ENSMUSG00000031060,7,12
lipid112,ENSMUSG00000031357,6,12
lipid112,ENSMUSG00000031902,7,288
lipid112,ENSMUSG00000031954,7,36
lipid112,ENSMUSG00000032384,8,1116
lipid112,ENSMUSG00000032407,7,300
lipid112,ENSMUSG00000032525,7,48
lipid112,ENSMUSG00000032727,7,216
lipid112,ENSMUSG00000032763,2,1
lipid112,ENSMUSG00000033228,7,12
lipid112,ENSMUSG00000034163,8,1260
lipid112,ENSMUSG00000034243,6,12
lipid112,ENSMUSG00000034252,6,12
lipid112,ENSMUSG00000034610,6,12
lipid112,ENSMUSG00000034620,6,12
lipid112,ENSMUSG00000035284,7,228
lipid112,ENSMUSG00000035349,6,12
lipid112,ENSMUSG00000035469,7,84
lipid112,ENSMUSG00000035762,7,84
lipid112,ENSMUSG00000036180,7,72
lipid112,ENSMUSG00000036940,6,12
lipid112,ENSMUSG00000037110,7,24
lipid112,ENSMUSG00000037234,7,144
lipid112,ENSMUSG00000037416,7,12
lipid112,ENSMUSG00000038446,7,12
lipid112,ENSMUSG00000038664,6,12
lipid112,ENSMUSG00000038708,6,12
lipid112,ENSMUSG00000038774,6,12
lipid112,ENSMUSG00000039704,8,192
lipid112,ENSMUSG00000040459,7,96
lipid112,ENSMUSG00000040549,7,204
lipid112,ENSMUSG00000041360,8,624
lipid112,ENSMUSG00000041997,7,168
lipid112,ENSMUSG00000042605,6,12
lipid112,ENSMUSG00000042814,5,12
lipid112,ENSMUSG00000043279,7,24
lipid112,ENSMUSG00000044252,7,12
lipid112,ENSMUSG00000044519,6,12
lipid112,ENSMUSG00000044573,6,12
lipid112,ENSMUSG00000046111,7,48
lipid112,ENSMUSG00000046230,6,12
lipid112,ENSMUSG00000048000,6,12
lipid112,ENSMUSG00000048118,7,60
lipid112,ENSMUSG00000049091,6,12
lipid112,ENSMUSG00000049606,6,12
lipid112,ENSMUSG00000050697,6,12
lipid112,ENSMUSG00000051285,6,12
lipid112,ENSMUSG00000052337,7,120
lipid112,ENSMUSG00000052428,7,48
lipid112,ENSMUSG00000052539,6,24
lipid112,ENSMUSG00000052595,5,12
lipid112,ENSMUSG00000053453,6,12
lipid112,ENSMUSG00000053510,8,924
lipid112,ENSMUSG00000053877,6,24
lipid112,ENSMUSG00000054226,7,48
lipid112,ENSMUSG00000056608,7,72
lipid112,ENSMUSG00000057110,7,84
lipid112,ENSMUSG00000057181,7,12
lipid112,ENSMUSG00000058056,8,852
lipid112,ENSMUSG00000058301,7,84
lipid112,ENSMUSG00000058587,7,180
lipid112,ENSMUSG00000059495,6,12
lipid112,ENSMUSG00000060961,6,12
lipid112,ENSMUSG00000061331,7,204
lipid112,ENSMUSG00000061755,6,12
lipid112,ENSMUSG00000062949,6,12
lipid112,ENSMUSG00000062981,7,216
lipid112,ENSMUSG00000063077,6,12
lipid112,ENSMUSG00000063382,8,120
lipid112,ENSMUSG00000064294,6,12
lipid112,ENSMUSG00000064337,6,24
lipid112,ENSMUSG00000064339,6,12
lipid112,ENSMUSG00000064345,7,204
lipid112,ENSMUSG00000064367,6,12
lipid112,ENSMUSG00000066406,7,12
lipid112,ENSMUSG00000068220,5,2
lipid112,ENSMUSG00000069892,6,12
lipid112,ENSMUSG00000070594,6,24
lipid112,ENSMUSG00000072294,7,12
lipid112,ENSMUSG00000074422,6,12
lipid112,ENSMUSG00000078427,7,204
lipid112,ENSMUSG00000080542,7,132
lipid112,ENSMUSG00000090836,7,108
lipid114,ENSMUSG00000000056,7,3
lipid114,ENSMUSG00000002028,8,27
lipid114,ENSMUSG00000003039,8,15
lipid114,ENSMUSG00000003813,8,3
lipid114,ENSMUSG00000004207,5,4
lipid114,ENSMUSG00000006005,7,3
lipid114,ENSMUSG00000011960,8,3
lipid114,ENSMUSG00000015759,8,9
lipid114,ENSMUSG00000016756,7,3
lipid114,ENSMUSG00000020154,8,3
lipid114,ENSMUSG00000020224,7,3
lipid114,ENSMUSG00000020250,8,27
lipid114,ENSMUSG00000020608,8,84
lipid114,ENSMUSG00000020609,7,3
lipid114,ENSMUSG00000020709,8,36
lipid114,ENSMUSG00000020721,7,3
lipid114,ENSMUSG00000020863,7,3
lipid114,ENSMUSG00000021039,6,3
lipid114,ENSMUSG00000021149,8,39
lipid114,ENSMUSG00000021243,8,3
lipid114,ENSMUSG00000021408,9,159
lipid114,ENSMUSG00000021413,8,30
lipid114,ENSMUSG00000021549,8,30
lipid114,ENSMUSG00000022141,8,24
lipid114,ENSMUSG00000022205,9,270
lipid114,ENSMUSG00000022383,7,6
lipid114,ENSMUSG00000022387,8,6
lipid114,ENSMUSG00000022521,8,6
lipid114,ENSMUSG00000022911,7,3
lipid114,ENSMUSG00000023852,7,6
lipid114,ENSMUSG00000024083,8,12
lipid114,ENSMUSG00000024096,4,4
lipid114,ENSMUSG00000024122,8,3
lipid114,ENSMUSG00000024188,8,27
lipid114,ENSMUSG00000024384,8,3
lipid114,ENSMUSG00000024498,7,3
lipid114,ENSMUSG00000024526,5,2
lipid114,ENSMUSG00000024921,8,3
lipid114,ENSMUSG00000024975,8,6
lipid114,ENSMUSG00000025194,8,12
lipid114,ENSMUSG00000025364,8,9
lipid114,ENSMUSG00000025809,7,3
lipid114,ENSMUSG00000025860,8,15
lipid114,ENSMUSG00000026234,7,3
lipid114,ENSMUSG00000026353,7,3
lipid114,ENSMUSG00000026398,8,33
lipid114,ENSMUSG00000026464,8,48
lipid114,ENSMUSG00000026579,7,3
lipid114,ENSMUSG00000026740,8,9
lipid114,ENSMUSG00000026743,9,243
lipid114,ENSMUSG00000026991,8,15
lipid114,ENSMUSG00000027677,8,12
lipid114,ENSMUSG00000027680,7,6
lipid114,ENSMUSG00000027708,9,87
lipid114,ENSMUSG00000027884,8,33
lipid114,ENSMUSG00000028029,8,48
lipid114,ENSMUSG00000028053,7,3
lipid114,ENSMUSG00000028180,8,45
lipid114,ENSMUSG00000028559,8,54
lipid114,ENSMUSG00000028797,8,6
lipid114,ENSMUSG00000028869,8,15
lipid114,ENSMUSG00000029623,8,33
lipid114,ENSMUSG00000029634,8,15
lipid114,ENSMUSG00000029836,7,3
lipid114,ENSMUSG00000030059,8,96
lipid114,ENSMUSG00000030122,8,18
lipid114,ENSMUSG00000030216,8,6
lipid114,ENSMUSG00000030451,8,18
lipid114,ENSMUSG00000030557,8,30
lipid114,ENSMUSG00000030738,7,6
lipid114,ENSMUSG00000031060,8,3
lipid114,ENSMUSG00000031357,7,3
lipid114,ENSMUSG00000031902,8,72
lipid114,ENSMUSG00000031954,8,9
lipid114,ENSMUSG00000032384,9,279
lipid114,ENSMUSG00000032407,8,75
lipid114,ENSMUSG00000032525,8,12
lipid114,ENSMUSG00000032727,8,54
lipid114,ENSMUSG00000032763,2,1
lipid114,ENSMUSG00000033228,8,3
lipid114,ENSMUSG00000034163,9,315
lipid114,ENSMUSG00000034243,7,3
lipid114,ENSMUSG00000034252,7,3
lipid114,ENSMUSG00000034610,7,3
lipid114,ENSMUSG00000034620,7,3
lipid114,ENSMUSG00000035284,8,57
lipid114,ENSMUSG00000035349,7,3
lipid114,ENSMUSG00000035469,8,21
lipid114,ENSMUSG00000035762,8,21
lipid114,ENSMUSG00000036180,8,18
lipid114,ENSMUSG00000036940,7,3
lipid114,ENSMUSG00000037110,8,6
lipid114,ENSMUSG00000037234,8,36
lipid114,ENSMUSG00000037416,8,3
lipid114,ENSMUSG00000038446,8,3
