ID,Type,Median Value (experiment1),Median Value (experiment2),Mean Value (experiment1),Mean Value (experiment2),Comparison p-value (experiment1),Comparison p-value (experiment2),Median Log2 Fold Change (experiment1),Median Log2 Fold Change (experiment2),Mean Log2 Fold Change (experiment1),Mean Log2 Fold Change (experiment2),Median Log2 Fold Change Direction (experiment1),Median Log2 Fold Change Direction (experiment2),Median Log2 Fold Changes Consistent,Combined Comparison p-value,Corrected Comparison p-value
OTU_191274,microbe,5.397125044999999,2.6281902515,5.793753830380002,2.99103836476,0.0119252335930176,0.30952380952380953,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.371208940380436,-1.0,-1.0,True,0.02436826250135943,0.12245051906933113
OTU_191616,microbe,5.4835395155,3.5543187495,5.964691972820001,3.587424224440001,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_191811,microbe,3.8689282845,2.5945564369999996,4.73845486512,2.6760592050999996,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_193064,microbe,2.120453259,1.8120655934999998,2.52881230264,3.248678779240001,0.0119252335930176,0.5476190476190477,-0.46992405199094206,-1.4656424379909239,-1.4787093742443593,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_193672,microbe,152.32896119999998,41.5864583,706.9064944081999,164.53075535422,0.023185603494735977,0.011667312343319386,1.9204932391548841,1.9379684361244727,1.6703869129990208,2.7391168087575752,1.0,1.0,True,0.0024928343697260854,0.09219122893063604
OTU_194151,microbe,14.18891131,8.263904547,143.29186093524,45.140804794699996,0.05555555555555555,0.0119252335930176,0.7327873773719866,1.3469004262356306,0.8880883492191661,1.6823243806002777,1.0,1.0,True,0.00551175711281708,0.09219122893063604
OTU_196191,microbe,3.919567839,2.1389852065,4.4934520639799995,2.4766245740400006,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_197099,microbe,3.799531591,1.9327392935,4.163361116740001,2.02996424024,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_197790,microbe,0.0,0.0,1.6252301732400003,3.2762698641199997,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_198194,microbe,23.819120509999998,12.697999915,31.393734997060008,17.203976919700004,0.15079365079365079,0.015873015873015872,2.2887469351899647,1.734674080671472,3.527473671215724,1.486348294366584,1.0,1.0,True,0.016838570852778397,0.10112913369477593
OTU_198209,microbe,5.883329612000001,4.594039246,60.21457247384,23.980860794539993,0.24915263858192682,0.0119252335930176,0.3328952386886754,1.3568419532449794,0.6273188547698424,1.465890536678299,1.0,1.0,True,0.02026000684184449,0.1163503250060212
OTU_1995182,microbe,25.362316030000002,7.270355278,137.0664294198,25.565012141279993,0.16660739402832658,0.011667312343319386,-0.11780780248403427,-2.6923254705357462,-0.5169352174633168,-2.474153870925666,-1.0,-1.0,True,0.014079535847426279,0.09929777913448008
OTU_203713,microbe,3761.972673,757.5655379,4555.016626026004,1298.8882625444,0.010417773157830204,0.027328471987604876,-1.1866412317209196,-1.7056211290407488,-1.1569246981938588,-3.2480715888241023,-1.0,-1.0,True,0.0026090269025400583,0.09219122893063604
OTU_206324,microbe,11.510429665,8.3152628005,42.38909500588001,14.09269684632,0.007936507936507936,0.007936507936507936,-4.321639603593258,-2.564556963319589,-4.134108876940972,-3.0100294708558324,-1.0,-1.0,True,0.0006722451381899064,0.09219122893063604
OTU_229452,microbe,3.7043218715,1.9950060244999999,4.0045987582,2.1305749727800007,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_230268,microbe,5.4284516455,8.381342677,5.553287544880001,9.050838120820002,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.5481377136529848,-0.4756829033624845,-0.6437047229912745,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_258423,microbe,0.148684483,1.8984434335,4.00573438222,4.19924735196,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_259506,microbe,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_259631,microbe,0.0,0.0,4.44016124708,1.08095278186,0.0119252335930176,0.05555555555555555,-0.40885704733809847,-3.582184141481393,-0.4756829033624845,-2.7256280925395657,-1.0,-1.0,True,0.00551175711281708,0.09219122893063604
OTU_259993,microbe,16.086194965,7.034466724,101.13508243128001,25.17013124834,0.13013368168806855,0.011159425282914755,-0.6617748073454084,-2.2329495743291887,-0.6505054173265381,-2.1284800315726775,-1.0,-1.0,True,0.010941967678459546,0.09219122893063604
OTU_261016,microbe,19.950038380000002,11.207298965,26.53611375,15.933184001180003,0.09523809523809523,0.015873015873015872,4.050684904566077,2.6748831772374424,2.842104052788491,2.754613223396722,1.0,1.0,True,0.011329569136137582,0.09219122893063604
OTU_261132,microbe,8.684250223500001,5.006799574,11.737620922699996,5.888630666379999,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_261142,microbe,5.446128784,2.634110496,6.540227916660001,3.21721441824,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_261373,microbe,0.0,0.0,1.3016429076999998,0.35707597088,0.0119252335930176,0.5476190476190477,-0.5141279466291389,-1.4656424379909239,-2.0082421188193065,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_261590,microbe,1804.3774875,294.5813822,6038.044143480599,1706.2405067377997,0.009467354390313716,0.06519641907812998,4.206026236161983,5.099343623351149,3.561412665162426,1.5800798164294492,1.0,1.0,True,0.005178781829658606,0.09219122893063604
OTU_262104,microbe,3.3626688615,2.4900460435,7.674620798419998,5.161877522000001,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_264155,microbe,1.6346187085000001,1.7463964745,1.6371746926600002,1.9798884279400004,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_264225,microbe,9.326914476,5.563211856000001,9.428279033340003,5.70465834806,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_264734,microbe,2.926933975,2.8286605424999998,9.790298438140002,5.372032504,0.031746031746031744,0.09523809523809523,-2.4875422837088257,-1.5626388288047472,-1.8813194717858488,-1.2382978640725242,-1.0,-1.0,True,0.020563455186681977,0.11642970401473457
OTU_264846,microbe,8.737080147499999,7.5348659145,12.355550887699998,9.84416245922,0.2222222222222222,0.015873015873015872,3.37444022907654,3.7447870673362837,2.5033240082937334,3.7865420716807514,1.0,1.0,True,0.023446956342743595,0.12245051906933113
OTU_265011,microbe,14.669009845000001,2.443092677,20.082217493700004,4.24806302218,0.0119252335930176,0.5476190476190477,-0.46992405199094206,-1.4656424379909239,-1.3986153771315213,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_266946,microbe,11.99125087,10.08277615,17.26186317256,15.701201727120003,0.031746031746031744,0.031746031746031744,3.776105069282231,3.052339400281177,2.1428546913928375,2.2990394921447024,1.0,1.0,True,0.007961678096914256,0.09219122893063604
OTU_268063,microbe,9.492229754,4.7571697545,11.953729161220002,6.09553655024,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_268220,microbe,3.2361963955000004,0.0,163.17881454519997,2.56410109638,0.0119252335930176,0.15079365079365079,-0.40885704733809847,-1.7919500877212655,-0.4756829033624845,-3.9952061817703957,-1.0,-1.0,True,0.013164879612405754,0.09570736044220153
OTU_268492,microbe,5.249284597,3.934756285,6.559242448260001,5.298592600839999,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_269037,microbe,3.8229471750000004,1.972183303,4.08890754768,2.3462282407999995,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_270200,microbe,6.8403159344999995,4.5484471065,76.8298013785,26.82832044482,0.021176657854316622,0.0119252335930176,1.4367054271064919,1.2546164029888545,1.252545385681453,1.695173379684912,1.0,1.0,True,0.002344538201648588,0.09219122893063604
OTU_271602,microbe,0.0,7.7197677165,6.1409344285000005,10.76958450446,0.0119252335930176,0.15079365079365079,-0.40885704733809847,-3.458907491368799,-0.4756829033624845,-2.2893260253603,-1.0,-1.0,True,0.013164879612405754,0.09570736044220153
OTU_272092,microbe,8.568399598,6.586518164999999,14.13593111322,8.69336654584,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_272758,microbe,3.663797875,1.944208134,3.9828036681199994,2.04468579994,0.0119252335930176,0.30952380952380953,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.437466277217841,-1.0,-1.0,True,0.02436826250135943,0.12245051906933113
OTU_272889,microbe,3.4162112325000002,2.6424382855,4.207347921160001,3.01581512572,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_273737,microbe,10.788510865,7.4660446789999995,11.05199267794,7.36448735704,0.0119252335930176,0.30952380952380953,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.4259963615856557,-1.0,-1.0,True,0.02436826250135943,0.12245051906933113
OTU_288680,microbe,0.0,0.0,3.63263293842,3.1059847678200003,0.03614514204656228,0.05555555555555555,-2.567150986258928,-1.572034140130665,-2.504217804297327,-1.3697073669061306,-1.0,-1.0,True,0.014479311127072415,0.1003566047083295
OTU_297143,microbe,3.519432128,2.16751315,32.076787670120005,12.55906496844,0.24915263858192682,0.031746031746031744,0.5984303752438085,1.6574858231015959,0.800700709520859,1.8537428527065842,1.0,1.0,True,0.04618955429761997,0.14326013172070567
OTU_309916,microbe,11.188509620000001,6.9393125215,17.482673595079994,10.2535733783,0.2222222222222222,0.015873015873015872,4.4547735532297805,3.440758692324174,2.9678697144881667,3.7869135307724835,1.0,1.0,True,0.023446956342743595,0.12245051906933113
OTU_320249,microbe,5.226943867999999,6.4699183765,5.678868275420001,6.391769246059999,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_324013,microbe,21.67969603,15.952803755,80.60817022769999,26.27720581272,0.011667312343319386,0.0119252335930176,-1.2984215972598963,-2.153783073397335,-1.8286598665541458,-2.3989035898693265,-1.0,-1.0,True,0.0013746667401466509,0.09219122893063604
OTU_324888,microbe,3.5864140015,1.7214131755,19.70249069972,8.117710996899998,0.15079365079365079,0.007936507936507936,-1.6655895354255674,-3.663124799678708,-1.1326325638896526,-3.5643188724829615,-1.0,-1.0,True,0.009248826647769829,0.09219122893063604
OTU_331013,microbe,10.04233967,11.46265556,11.29345336002,11.752879847860005,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_344703,microbe,1.6346187085000001,0.0,22.201245289240006,9.0621260528,0.30952380952380953,0.007936507936507936,-2.409244901721283,-5.0257987511573825,-0.9433700550994633,-3.9461644607906767,-1.0,-1.0,True,0.01721788136452249,0.10112913369477593
OTU_346804,microbe,4.245999263,3.3010460495,4.4044536923,3.2146805781800003,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_349246,microbe,4.589839102,1.9950060244999999,4.772707773960001,2.1505618720399995,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_4345268,microbe,3.663797875,2.0069636795,3.6004347562000003,2.4124621407,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_4448052,microbe,7.046631423,3.026302209,26.433488155080003,6.886800295800003,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_445144,microbe,3.0408207669999996,2.2498444620000004,4.5861323261799996,4.90672853982,0.2222222222222222,0.015873015873015872,-0.21571180758890546,-2.762261002573864,-1.4984200668885173,-2.866067618963447,-1.0,-1.0,True,0.023446956342743595,0.12245051906933113
OTU_4468805,microbe,6.059109138,2.5945564369999996,21.393346648979996,5.78409951064,0.015873015873015872,0.24915263858192682,-0.83091783394874,-1.047859338496742,-1.4068867563234557,-0.6155914549393922,-1.0,-1.0,True,0.025836038243447025,0.12666905875156428
OTU_460611,microbe,0.0,0.0,4.434904770239999,9.00703757618,0.0119252335930176,0.5476190476190477,-0.46992405199094206,-1.4656424379909239,-1.3986153771315213,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_539647,microbe,5.171715122,1.9463486075,18.357911160140006,9.018520662519997,0.0119252335930176,0.007936507936507936,-2.4275537333631756,-4.855282679737,-2.089490879705594,-4.176614574625224,-1.0,-1.0,True,0.0009715639770572684,0.09219122893063604
OTU_549756,microbe,3.290666245,0.004936729,17.81535277006,8.373202250379999,0.5476190476190477,0.007936507936507936,-1.7226681011687912,-6.607103204853517,-0.6959764882710424,-4.796194353547807,-1.0,-1.0,True,0.027982713173475254,0.12666905875156428
OTU_631764,microbe,25.362316030000002,10.253442755,88.44837787946,26.480515251239993,0.015970696353780123,0.345741825860727,1.422900867766205,0.14988018586442783,1.1974788742531315,0.5493117275049151,1.0,1.0,True,0.03422959812746474,0.12666905875156428
fasting glucose from GTT,pheno,162.5,138.0,160.42,138.72,0.15079365079365079,0.007936507936507936,0.09729720135491479,0.6830267870554023,0.14512491574024958,0.8351156152582178,1.0,1.0,True,0.009248826647769829,0.009248826647769829
fasting glucose from HOMA serum,pheno,156.272225,149.919625,160.47577999999996,149.8645626,0.15079365079365079,0.007936507936507936,0.18798297693544025,0.7517045149314583,0.29850652646909237,1.137405609161876,1.0,1.0,True,0.009248826647769829,0.009248826647769829
fasting insulin,pheno,1.059743,1.399102,1.0902571659999998,1.6067808659999998,0.09523809523809523,0.007936507936507936,0.7915055161447522,0.5969389281820545,0.7607040526731115,1.3153895661595187,1.0,1.0,True,0.006188705339467085,0.007956906865029109
fasting leptin,pheno,13.78525,25.403104,16.00261249,31.964109823999998,0.09523809523809523,0.007936507936507936,1.9296877859319501,2.7617670199561326,1.413890126751636,3.2661279873012994,1.0,1.0,True,0.006188705339467085,0.007956906865029109
fed glucose,pheno,182.5,156.0,181.86,154.12,0.031746031746031744,0.007936507936507936,0.2563397532597856,0.3337373971769956,0.21763058501743004,0.40872372534664153,1.0,1.0,True,0.002339700038494096,0.004211460069289373
