ID,Type,Median Value (experiment1),Median Value (experiment2),Mean Value (experiment1),Mean Value (experiment2),Comparison p-value (experiment1),Comparison p-value (experiment2),Median Log2 Fold Change (experiment1),Median Log2 Fold Change (experiment2),Mean Log2 Fold Change (experiment1),Mean Log2 Fold Change (experiment2),Median Log2 Fold Change Direction (experiment1),Median Log2 Fold Change Direction (experiment2),Median Log2 Fold Changes Consistent,Combined Comparison p-value,Corrected Comparison p-value
OTU_1108078,microbe,4.7687891024999995,2.8286605424999998,6.603185204180001,3.75545996124,0.14245669739409875,0.8412698412698413,-0.46992405199094206,0.12477684870397361,0.6271751398605367,0.1529642824321961,-1.0,1.0,False,0.3741018717994103,0.5240033186876757
OTU_1108378,microbe,12.52601239,8.176893477499998,13.895336852380002,7.728703693399998,0.15079365079365079,0.2222222222222222,-0.11888977996579296,0.41683475564479927,0.5645120459662316,0.6366240862734598,-1.0,1.0,False,0.1473059720752468,0.27183429425581906
OTU_1108453,microbe,4.968820389499999,8.700034117,10.028187305300001,13.304072728100003,0.14245669739409875,0.2222222222222222,-0.11888977996579296,0.41683475564479927,0.31345012260459487,2.1372815874067386,-1.0,1.0,False,0.14096231398087566,0.27183429425581906
OTU_1111328,microbe,19.691018375,1.7971213910000001,30.808965846920003,3.76022873924,0.03614514204656228,0.2222222222222222,-3.3662567283371025,0.41683475564479927,-2.7571338722034877,2.6076250983595703,-1.0,1.0,False,0.046782176374728174,0.14326013172070567
OTU_1113282,microbe,16.52976869,nan,28.608200509840007,nan,0.14245669739409875,nan,-2.7062302042166184,nan,-1.2460945144453337,nan,-1.0,nan,False,0.14245669739409872,0.27183429425581906
OTU_1129461,microbe,0.0,0.0,0.63032576212,0.35919822604,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_1135616,microbe,0.0,0.0,1.7875147741000001,1.06808316446,0.09523809523809523,0.42063492063492064,-0.11888977996579296,1.7289843384128938,-1.5679386931573287,0.981713028111947,-1.0,1.0,False,0.16894962832942573,0.2978848710018822
OTU_1141746,microbe,0.0,nan,0.6194958885599999,nan,0.0119252335930176,nan,-0.40885704733809847,nan,-0.4756829033624845,nan,-1.0,nan,False,0.011925233593017597,0.09219122893063604
OTU_114462,microbe,1.263443512,nan,4.60118890644,nan,0.0936926194932482,nan,-3.1948512840083247,nan,-1.7898044853327242,nan,-1.0,nan,False,0.09369261949324822,0.20921155347384848
OTU_1144981,microbe,nan,0.0,nan,0.77346930942,nan,0.6904761904761905,nan,-1.4656424379909239,nan,1.1999331812267875,nan,-1.0,False,0.6904761904761905,0.7604696673189824
OTU_1146784,microbe,nan,0.0,nan,0.60198016446,nan,0.5476190476190477,nan,-1.4656424379909239,nan,0.6340760234571963,nan,-1.0,False,0.5476190476190477,0.6362510322047895
OTU_115186,microbe,nan,0.0,nan,2.2034387752,nan,0.2222222222222222,nan,-3.8490378949822976,nan,-0.865771143397094,nan,-1.0,False,0.22222222222222218,0.3573333333333333
OTU_119010,microbe,0.0,nan,1.8660943754200003,nan,0.05855263015682658,nan,-0.5141279466291389,nan,-0.9918381737111509,nan,-1.0,nan,False,0.05855263015682658,0.15182464631575412
OTU_122049,microbe,0.0,nan,0.83390775094,nan,0.0119252335930176,nan,-0.40885704733809847,nan,-0.4756829033624845,nan,-1.0,nan,False,0.011925233593017597,0.09219122893063604
OTU_129394,microbe,11.10999404,3.624961239,14.773481331820001,4.744151272240001,0.0119252335930176,0.5476190476190477,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,-1.0,-1.0,True,0.03938714513419287,0.12666905875156428
OTU_134065,microbe,3.8229471750000004,nan,5.26703710816,nan,0.14245669739409875,nan,-0.40885704733809847,nan,2.21810186208847,nan,-1.0,nan,False,0.14245669739409872,0.27183429425581906
OTU_134265,microbe,nan,4.5269760375,nan,8.426503838719999,nan,0.2222222222222222,nan,-1.5694204365917526,nan,-0.9769195393051732,nan,-1.0,False,0.22222222222222218,0.3573333333333333
OTU_134671,microbe,0.0,nan,1.4284719012000002,nan,0.011667312343319386,nan,-0.5141279466291389,nan,-2.060546350443914,nan,-1.0,nan,False,0.011667312343319388,0.09219122893063604
OTU_134762,microbe,12.798330815,6.0573719795,43.425232068739994,12.019260633839998,0.015873015873015872,0.007936507936507936,-2.3968126017294216,-2.5468384174288565,-2.0415820605347044,-2.385911816639116,-1.0,-1.0,True,0.001257170147813431,0.09219122893063604
OTU_135956,microbe,4.842026565499999,3.6827173795,15.8549241541,6.051592596859999,0.6751736149271245,0.20869044313696405,-1.447867794968284,-0.4644699656943707,0.2390246522844802,-1.232561873450672,-1.0,-1.0,True,0.4170268846445905,0.5663675933348831
OTU_144814,microbe,0.0,nan,1.12722714258,nan,0.14245669739409875,nan,-0.40885704733809847,nan,0.6232462907740718,nan,-1.0,nan,False,0.14245669739409872,0.27183429425581906
OTU_150689,microbe,nan,0.0,nan,0.32046711384000004,nan,0.5476190476190477,nan,-1.4656424379909239,nan,-0.7080242775889175,nan,-1.0,False,0.5476190476190477,0.6362510322047895
OTU_1523543,microbe,1.0783180235,0.0,3.9111609908800005,1.9665147850399998,1.0,0.15079365079365079,1.9579813627032066,2.3156781164101883,0.46385599332248173,1.570323974772046,1.0,1.0,True,0.43607155260250585,0.5794230368915
OTU_152485,microbe,0.0,nan,0.6194958885599999,nan,0.0119252335930176,nan,-0.40885704733809847,nan,-0.4756829033624845,nan,-1.0,nan,False,0.011925233593017597,0.09219122893063604
OTU_157121,microbe,1.815617261,2.2181522265,3.92043331462,4.61231561208,0.14245669739409875,0.15079365079365079,-0.40885704733809847,-2.6361282671633455,0.6232462907740718,-2.625488545390809,-1.0,-1.0,True,0.10398280941801304,0.22116978511132931
OTU_16006,microbe,nan,0.0,nan,1.83416385968,nan,0.30952380952380953,nan,-1.4713321802495023,nan,-1.4505332271639082,nan,-1.0,False,0.30952380952380965,0.4541188738269032
OTU_162005,microbe,63.658912125,27.318447815,68.8713360903,26.597899467499992,0.6904761904761905,0.8412698412698413,1.3230107073482973,0.12477684870397361,1.54855728747235,2.855191739038429,1.0,1.0,True,0.8964187135096375,0.9192865378338629
OTU_162215,microbe,0.0,nan,0.64270025736,nan,0.0119252335930176,nan,-0.40885704733809847,nan,-0.4756829033624845,nan,-1.0,nan,False,0.011925233593017597,0.09219122893063604
OTU_163153,microbe,nan,3.7632185775,nan,3.6265902151600007,nan,0.5476190476190477,nan,-1.4656424379909239,nan,-0.7080242775889175,nan,-1.0,False,0.5476190476190477,0.6362510322047895
OTU_163997,microbe,nan,2.0296425334999997,nan,2.0240688730799996,nan,0.5476190476190477,nan,-1.4656424379909239,nan,-0.7080242775889175,nan,-1.0,False,0.5476190476190477,0.6362510322047895
OTU_165046,microbe,11.019990245,3.774132399,13.199860521299998,4.10610017282,0.5476190476190477,0.2222222222222222,-0.1799567846186365,0.41683475564479927,0.5688577697635845,1.8448561225373623,-1.0,1.0,False,0.3780095998941868,0.525812661444509
OTU_166869,microbe,nan,2.2181522265,nan,2.4033437842400005,nan,0.5476190476190477,nan,-1.4656424379909239,nan,-0.7080242775889175,nan,-1.0,False,0.5476190476190477,0.6362510322047895
OTU_166911,microbe,20.739928365,9.8012992805,116.47738409850001,35.43170607156001,0.2059032107320684,0.011667312343319386,-0.26642821133054173,-2.3068279181529094,-0.5488953901554163,-2.2400931618764908,-1.0,-1.0,True,0.016891584450975744,0.10112913369477593
