PLChol,plasma_anthro
TLR2Agonist,plasma_anthro
TLR4Agonist,plasma_anthro
BW,plasma_anthro
LW,plasma_anthro
LW_BW,plasma_anthro
LeanMass,plasma_anthro
FatMass,plasma_anthro
lipid1,lipid_metab
lipid2,lipid_metab
lipid3,lipid_metab
lipid5,lipid_metab
lipid6,lipid_metab
lipid10,lipid_metab
lipid19,lipid_metab
lipid20,lipid_metab
lipid23,lipid_metab
lipid28,lipid_metab
lipid30,lipid_metab
lipid31,lipid_metab
lipid35,lipid_metab
lipid38,lipid_metab
lipid44,lipid_metab
lipid47,lipid_metab
lipid48,lipid_metab
lipid55,lipid_metab
lipid56,lipid_metab
lipid57,lipid_metab
lipid62,lipid_metab
lipid63,lipid_metab
lipid64,lipid_metab
lipid65,lipid_metab
lipid67,lipid_metab
lipid68,lipid_metab
lipid70,lipid_metab
lipid73,lipid_metab
lipid75,lipid_metab
lipid81,lipid_metab
lipid86,lipid_metab
lipid88,lipid_metab
lipid89,lipid_metab
lipid90,lipid_metab
lipid92,lipid_metab
lipid94,lipid_metab
lipid96,lipid_metab
lipid97,lipid_metab
lipid98,lipid_metab
lipid104,lipid_metab
lipid105,lipid_metab
lipid106,lipid_metab
lipid107,lipid_metab
lipid108,lipid_metab
lipid109,lipid_metab
lipid110,lipid_metab
lipid112,lipid_metab
lipid114,lipid_metab
lipid115,lipid_metab
lipid116,lipid_metab
lipid117,lipid_metab
lipid119,lipid_metab
lipid120,lipid_metab
lipid121,lipid_metab
lipid122,lipid_metab
lipid124,lipid_metab
lipid125,lipid_metab
lipid126,lipid_metab
lipid128,lipid_metab
lipid130,lipid_metab
lipid132,lipid_metab
lipid133,lipid_metab
lipid137,lipid_metab
lipid138,lipid_metab
lipid139,lipid_metab
lipid140,lipid_metab
lipid142,lipid_metab
lipid143,lipid_metab
lipid144,lipid_metab
lipid145,lipid_metab
lipid150,lipid_metab
lipid151,lipid_metab
lipid152,lipid_metab
lipid154,lipid_metab
lipid155,lipid_metab
lipid156,lipid_metab
lipid160,lipid_metab
lipid161,lipid_metab
lipid165,lipid_metab
lipid178,lipid_metab
lipid179,lipid_metab
lipid183,lipid_metab
lipid185,lipid_metab
lipid197,lipid_metab
lipid199,lipid_metab
lipid201,lipid_metab
lipid205,lipid_metab
lipid207,lipid_metab
lipid208,lipid_metab
lipid210,lipid_metab
lipid211,lipid_metab
lipid213,lipid_metab
lipid219,lipid_metab
lipid220,lipid_metab
lipid221,lipid_metab
lipid229,lipid_metab
lipid243,lipid_metab
lipid246,lipid_metab
lipid247,lipid_metab
lipid252,lipid_metab
lipid253,lipid_metab
lipid266,lipid_metab
lipid267,lipid_metab
lipid269,lipid_metab
lipid273,lipid_metab
lipid282,lipid_metab
lipid283,lipid_metab
lipid284,lipid_metab
lipid291,lipid_metab
lipid299,lipid_metab
lipid301,lipid_metab
lipid302,lipid_metab
lipid305,lipid_metab
lipid306,lipid_metab
lipid312,lipid_metab
lipid314,lipid_metab
lipid316,lipid_metab
lipid317,lipid_metab
lipid320,lipid_metab
lipid321,lipid_metab
lipid324,lipid_metab
lipid325,lipid_metab
lipid326,lipid_metab
lipid327,lipid_metab
lipid328,lipid_metab
lipid335,lipid_metab
lipid342,lipid_metab
lipid345,lipid_metab
lipid348,lipid_metab
lipid351,lipid_metab
lipid360,lipid_metab
lipid362,lipid_metab
lipid364,lipid_metab
lipid365,lipid_metab
lipid367,lipid_metab
lipid369,lipid_metab
lipid371,lipid_metab
lipid374,lipid_metab
lipid377,lipid_metab
lipid378,lipid_metab
lipid380,lipid_metab
lipid382,lipid_metab
lipid384,lipid_metab
lipid386,lipid_metab
lipid388,lipid_metab
lipid389,lipid_metab
lipid390,lipid_metab
lipid391,lipid_metab
lipid392,lipid_metab
lipid394,lipid_metab
lipid395,lipid_metab
lipid399,lipid_metab
lipid400,lipid_metab
lipid402,lipid_metab
lipid406,lipid_metab
lipid408,lipid_metab
lipid409,lipid_metab
