ID,RD_509,RD_510,RD_511,RD_512,RD_513,RD_514,RD_515,RD_516,WDO_517,WDO_518,WDO_519,WDO_520,WDO_521,WDO_522,WDO_523,WDO_524,WDE_525,WDE_526,WDE_527,WDE_528,WDE_529,WDE_530,WDE_531,WDE_532,WDD_533,WDD_534,WDD_535,WDD_536,WDD_537,WDD_538,WDD_539,WDD_540
lipid3,0.018260581,0.004134536,0.005770099,0.007738758,0.030784393,0.010931615,0.007667541,0.007144715,0.116033782,0.18133094,0.172737949,0.119990205,0.151579561,0.154296864,0.194752609,0.041737337,0.075461684,0.064883901,0.133989644,0.068940032,0.150505754,0.092966732,0.157461749,0.183064081,0.110722374,0.044440634,0.086083794,0.034628365,0.062810376,0.08650817,0.058280022,0.028779774
lipid5,0.091315461,0.034346441,0.030890268,0.039879025,0.128668774,0.061596096,0.0660318,0.058160912,1.152652222,1.946348513,1.799860112,1.066298313,1.432270745,1.590831844,1.866715831,0.430442343,0.4367555,0.474337064,0.814986592,0.454921817,0.973494759,0.553543583,0.933036352,1.396823215,0.699850683,0.321302905,0.607903191,0.26775667,0.392401327,0.669980768,0.404151771,0.195411095
lipid6,0.017905595,0.007928773,0.008408977,0.009581419,0.030498326,0.017905595,0.011288105,0.010577184,0.247685103,0.366010578,0.290829567,0.214794801,0.280559839,0.252334112,0.354953638,0.077825421,0.057343216,0.06407651,0.129237508,0.073355706,0.160404746,0.08566478,0.092048132,0.195858369,0.091707038,0.029926489,0.056892292,0.016007677,0.032197413,0.080144023,0.044060691,0.014392861
lipid10,0.003787206,0.000821562,0.001345121,0.002008076,0.00748035,0.003619979,0.001277695,0.000761101,0.042452268,0.069766178,0.044935015,0.030498326,0.043116093,0.046860505,0.052152389,0.010290083,0.013431306,0.008606994,0.019320425,0.010379277,0.021588005,0.012617403,0.025848259,0.032486733,0.019402817,0.006706946,0.01698945,0.004949668,0.013238321,0.018372536,0.007997276,0.003456782
lipid19,0.180617957,0.107175875,0.077667949,0.122227176,0.273386789,0.17087046,0.183723732,0.122505552,0.688893965,1.03230107,0.915708589,0.609847361,0.856135758,0.786246072,1.119028111,0.231169933,0.299652546,0.317430686,0.518618662,0.306943898,0.669980768,0.415003912,0.680488306,0.965216053,0.640453431,0.299652546,0.405138851,0.23898791,0.313400359,0.50223156,0.337683296,0.156160779
lipid20,0.120406568,0.044324907,0.039059328,0.052529171,0.170625052,0.083068188,0.087844557,0.077457173,1.633075278,2.67478844,2.285363292,1.432270745,1.935250118,2.168459465,2.49328589,0.578198324,0.535751168,0.616901738,1.021411036,0.597208561,1.229341618,0.753246285,1.170880872,1.722345757,0.85938054,0.398677174,0.769679863,0.32479496,0.474337064,0.782333675,0.503680151,0.246137653
lipid23,0.497085966,0.255077593,0.187403111,0.319272827,0.750208035,0.417897491,0.451561809,0.341566522,2.515236185,5.457241146,5.541450548,2.538375013,3.679944574,3.722545463,5.015412723,0.955665214,0.969003569,0.991600986,1.684786595,1.016483453,2.127068391,1.47767838,2.127068391,3.156422995,1.722345757,0.85235815,1.331311145,0.710875916,0.955665214,1.339014102,0.983202241,0.476457554
lipid28,0.045410799,0.090426973,0.192285936,0.227686927,0.364998773,0.283268466,11.40288159,0.160076732,13.32581917,17.3111106,14.1539545,0.242609667,12.92778048,11.71474881,19.02989007,6.709307215,0.245167864,7.062131673,4.703763606,5.092400766,5.647881796,7.160120901,6.709307215,8.29257138,9.20911748,8.808652815,8.808652815,5.647881796,6.61947552,6.176578712,6.843110238,16.6727795
lipid30,5.248917208,8.685378701,17.09505285,13.65248408,19.27280277,23.72755573,21.50971667,15.21484976,44.61846429,30.67029494,26.5942862,19.27280277,25.95699392,27.94654214,60.448172,20.12131202,8.033566296,25.32316414,14.49965659,13.97841088,17.3111106,14.87132564,9.20911748,32.02243825,20.12131202,13.50008957,24.74900908,10.27502819,18.50090276,11.94035279,15.04104514,46.75584424
lipid31,0.027096915,0.015224378,0.017905595,0.03888611,0.0660318,0.041366904,0.065556587,0.043220896,13.97841088,16.85176007,13.97841088,10.27502819,12.10837629,10.11633068,20.12131202,7.564454324,0.180253303,8.442316875,5.092400766,6.176578712,8.141649782,6.176578712,0.179598961,12.46282759,9.433743098,0.201525468,11.04217445,0.081849386,4.76884058,8.442316875,6.61947552,12.92778048
lipid35,22.74824972,124.0352352,115.4331376,183.3601985,167.5917007,212.2823259,146.3053038,138.9258336,527.3064663,461.0408148,556.9425059,169.8146844,419.7741296,461.0408148,570.7080636,310.5879772,133.020993,284.1407118,249.0697754,325.5404659,246.1710125,215.0768212,144.456363,232.1655917,256.5779675,169.8146844,264.4534109,89.8227962,169.8146844,163.6034854,110.89964,310.5879772
lipid38,15.55871854,38.09019471,32.72489181,22.08121021,16.85176007,59.721253,49.69765104,50.28515199,130.3853472,108.9033165,169.8146844,47.86802569,92.86414612,114.0243107,73.85663272,90.83134495,46.00735499,41.98174221,29.93105623,50.75762398,55.20585676,46.00735499,37.74281479,24.74900908,53.06247223,44.0693463,63.97716536,30.67029494,30.30924354,40.39260227,33.47947712,28.27869384
lipid44,43.07020236,25.05312249,27.603136,28.27869384,41.98174221,44.0693463,46.75584424,48.42944917,114.0243107,174.1817823,240.65853,82.5357564,140.6621907,85.0532719,85.0532719,99.94873907,82.5357564,150.1302179,140.6621907,96.45815171,223.6157381,115.4331376,51.93156842,63.97716536,190.7029171,116.5950151,254.6234713,56.89575369,130.3853472,412.536212,101.0185511,104.5698042
lipid47,0.077825421,9.31815149,0.118890437,0.159154988,0.262284372,0.180253303,8.442316875,0.174583214,0.034948588,0.058894016,0.054862458,0.041225543,0.039768289,0.024519818,0.053753008,0.033141342,21.50971667,30.67029494,29.60674971,20.36835524,36.24854158,32.72489181,14.87132564,17.3111106,20.36835524,22.08121021,17.75551632,9.607712045,12.58540124,44.0693463,19.8171594,13.82977439
lipid48,0.123651767,0.187403111,0.177528407,0.193086475,9.960700126,0.166483991,13.97841088,10.89831445,0.062232073,0.102512036,0.062646532,0.05641885,0.062810376,0.04352993,0.038825166,0.092408222,40.85671084,47.86802569,60.448172,32.72489181,85.92723057,34.31328718,19.52934975,20.77983691,31.66514173,22.74824972,29.60674971,11.40288159,26.88480206,98.82622353,22.08121021,15.21484976
lipid55,150.1302179,246.1710125,179.4987343,181.179158,127.4085558,208.0512049,177.3652479,133.020993,121.1132682,112.4783896,77.95786056,89.8227962,73.21267386,95.55671728,89.8227962,85.92723057,87.27314501,48.42944917,63.97716536,70.96661764,75.21831314,99.94873907,81.7017508,89.8227962,171.7423744,266.8959676,130.3853472,106.9493466,116.5950151,179.4987343,146.3053038,140.6621907
lipid56,32.72489181,41.98174221,37.29349135,0.572226444,31.66514173,38.91604058,1.126364504,32.46471578,223.6157381,171.7423744,165.2600422,116.5950151,156.1959161,156.1959161,152.1879897,165.2600422,30.96817631,57.52360954,77.95786056,110.89964,106.9493466,89.8227962,39.36487397,94.66521999,82.5357564,25.05312249,121.1132682,0.574430877,59.03324608,112.4783896,37.74281479,18.50090276
lipid57,105.6333337,77.32824635,77.32824635,91.88796394,77.32824635,78.80079474,122.5419407,88.70551195,77.32824635,47.19163223,44.0693463,65.55157382,56.31764939,44.61846429,65.55157382,55.80897748,46.75584424,32.02243825,28.62386759,28.62386759,25.95699392,41.44430285,46.75584424,36.97789747,9.960700126,90.83134495,41.44430285,46.75584424,51.93156842,48.42944917,67.05863568,62.50308174
lipid62,85.0532719,121.1132682,106.9493466,65.55157382,71.66936736,88.70551195,89.8227962,97.65344681,31.66514173,36.97789747,29.93105623,69.69998068,52.54547761,51.93156842,55.20585676,59.03324608,14.49965659,16.22120881,24.74900908,13.32581917,16.43945884,14.1539545,17.75551632,15.21484976,107.7715813,114.0243107,91.88796394,249.0697754,87.27314501,81.7017508,98.82622353,110.89964
lipid63,31.31452254,34.31328718,40.85671084,46.75584424,35.90865322,37.29349135,32.02243825,36.24854158,87.27314501,131.9818705,106.9493466,84.26771979,77.95786056,102.1134244,77.32824635,77.95786056,35.01717563,6.61947552,32.46471578,49.04650334,28.27869384,27.94654214,29.60674971,26.5942862,93.64490091,69.69998068,68.33980182,48.42944917,77.95786056,63.97716536,61.04781362,72.43669216
lipid64,0.426940558,16.43945884,0.364175992,16.040011,15.55871854,0.224700257,0.518618662,0.3869557,49.04650334,53.87126909,54.45021501,38.09019471,40.39260227,64.79935743,40.39260227,38.48581017,16.85176007,17.96224301,13.82977439,26.5942862,16.85176007,13.65248408,9.776270555,0.419385153,35.01717563,17.56866994,31.66514173,26.88480206,39.36487397,14.87132564,20.5545855,31.66514173
lipid65,495.4088268,547.7982876,527.3064663,868.5849777,483.4126412,698.656032,577.9829593,540.5685615,937.2106084,1345.712781,1184.533505,775.0548164,825.5456601,952.260235,737.17059,837.15985,475.6915876,457.419252,521.0045265,825.5456601,616.8677212,441.409579,348.8096302,412.536212,1032.590033,804.3426635,911.936791,407.7644964,978.4969656,825.5456601,775.0548164,998.9326434
lipid67,83.45489941,69.69998068,50.28515199,75.73090676,65.55157382,93.64490091,90.83134495,75.21831314,200.7520108,256.5779675,188.0250492,119.5733718,114.0243107,161.8333783,124.0352352,144.456363,47.86802569,45.2817848,58.45363658,70.44068196,61.60905974,43.07020236,33.47947712,38.48581017,118.1893297,81.7017508,70.96661764,47.19163223,67.70906928,77.95786056,70.44068196,82.5357564
lipid68,38.09019471,26.88480206,35.40639846,43.61536305,32.02243825,1472.172319,1428.158525,26.5942862,2418.780829,4025.925633,2970.495161,1521.810586,1866.92654,2062.058612,1767.887091,1704.624902,1266.937647,1255.387062,1235.754631,1839.292395,1704.624902,1345.712781,1015.888765,1307.322511,1839.292395,1611.429153,1633.859527,775.0548164,2062.058612,1549.970979,1406.989466,1678.718775
lipid70,266.8959676,333.4138296,394.1174612,483.4126412,232.1655917,1931.696466,1611.429153,279.1032037,2688.275654,4465.327455,3594.648879,1800.386489,2108.930766,2175.300934,1800.386489,1990.574109,1587.314315,1285.145375,1255.387062,2270.484725,1727.673142,1633.859527,1032.590033,1327.346168,2175.300934,1839.292395,1963.729655,937.2106084,2628.560269,1569.814358,1655.690227,1931.696466
lipid73,73.85663272,75.21831314,51.20022551,63.97716536,78.80079474,110.89964,81.7017508,68.94269702,59.03324608,55.80897748,50.75762398,32.72489181,33.89125367,42.55387463,46.00735499,37.74281479,23.72755573,13.65248408,25.05312249,21.75764914,25.32316414,25.32316414,23.72755573,25.05312249,101.0185511,122.5419407,73.21267386,53.87126909,61.60905974,80.70918483,77.32824635,75.73090676
lipid75,154.3239758,68.94269702,92.86414612,85.0532719,122.5419407,61.04781362,118.1893297,110.89964,262.0537536,181.179158,252.0385919,232.1655917,272.7230274,292.4378601,200.7520108,221.8106669,205.8432333,215.0768212,169.8146844,259.455446,196.7941733,259.455446,249.0697754,179.4987343,385.6665201,272.7230274,466.2301914,424.5631431,403.0665142,375.6085065,366.1972537,435.9211099
lipid81,34.31328718,58.45363658,63.97716536,62.50308174,32.46471578,79.79945555,41.98174221,33.07683745,0.154554608,0.153647552,0.14745635,0.163907719,0.13834058,0.094319159,0.179173198,0.106950946,125.7685782,78.80079474,94.66521999,104.5698042,133.020993,104.5698042,47.19163223,103.2284508,83.45489941,101.0185511,47.86802569,25.95699392,63.38933064,75.21831314,60.448172,68.33980182
lipid86,325.5404659,673.5978485,570.7080636,775.0548164,375.6085065,881.4635336,435.9211099,470.9890916,226.4379354,416.1310556,266.8959676,124.0352352,135.72843,127.4085558,186.113167,127.4085558,134.1998382,80.70918483,137.0588551,131.9818705,186.113167,124.0352352,49.69765104,121.1132682,1049.682911,1866.92654,673.5978485,292.4378601,897.4801323,1015.888765,911.936791,1015.888765
lipid88,135.72843,210.4392955,205.8432333,256.5779675,152.1879897,264.4534109,156.1959161,171.7423744,93.64490091,125.7685782,91.88796394,41.98174221,51.20022551,49.04650334,73.21267386,44.61846429,129.106557,82.5357564,124.0352352,101.0185511,137.0588551,114.0243107,53.06247223,112.4783896,87.27314501,124.0352352,46.75584424,17.56866994,45.2817848,85.92723057,52.54547761,55.20585676
lipid89,249.0697754,488.5195061,389.9094309,501.719691,264.4534109,645.1505732,333.4138296,357.4426952,188.0250492,264.4534109,190.7029171,87.27314501,95.55671728,94.66521999,148.1544594,103.2284508,64.79935743,37.29349135,61.04781362,50.28515199,74.59098724,56.31764939,27.603136,54.45021501,345.0763109,837.15985,215.0768212,107.7715813,210.4392955,316.9481378,287.3030161,362.084467
lipid90,161.8333783,235.5031701,221.8106669,264.4534109,163.6034854,254.6234713,167.5917007,192.9137478,83.45489941,142.7646535,125.7685782,56.89575369,53.06247223,61.04781362,98.82622353,59.721253,198.9853529,142.7646535,194.765162,186.113167,249.0697754,210.4392955,91.88796394,169.8146844,165.2600422,217.4327985,156.1959161,8.141649782,133.020993,177.3652479,122.5419407,190.7029171
lipid92,92.86414612,133.020993,122.5419407,161.8333783,106.9493466,161.8333783,101.0185511,116.5950151,32.02243825,61.60905974,49.04650334,23.34944484,23.34944484,21.50971667,30.67029494,22.45976764,11.25988336,0.146732883,10.73700606,7.670567083,10.43388791,12.10837629,0.137017025,0.144709106,43.07020236,68.33980182,23.72755573,16.85176007,38.09019471,38.91604058,35.90865322,37.74281479
lipid94,76.60588896,85.0532719,55.80897748,60.448172,62.50308174,80.70918483,58.45363658,53.87126909,235.5031701,307.1731247,272.7230274,135.72843,203.253148,205.8432333,150.1302179,192.9137478,70.44068196,77.32824635,67.70906928,91.88796394,102.1134244,68.94269702,68.33980182,81.7017508,99.94873907,47.19163223,98.82622353,62.50308174,92.86414612,104.5698042,81.7017508,67.05863568
lipid96,19.27280277,13.32581917,0.388724425,12.46282759,14.68428578,16.6727795,11.94035279,10.27502819,281.8196309,259.455446,319.8331754,158.3423681,256.5779675,259.455446,192.9137478,229.404887,16.040011,22.74824972,18.74059419,20.5545855,19.8171594,20.12131202,20.5545855,18.26192769,13.11966936,0.209859611,13.82977439,12.46282759,8.685378701,9.056717503,12.58540124,13.11966936
lipid97,148.1544594,156.1959161,112.4783896,98.82622353,104.5698042,122.5419407,127.4085558,103.2284508,407.7644964,299.696229,348.8096302,416.1310556,441.409579,457.419252,272.7230274,375.6085065,345.0763109,446.0966701,299.696229,446.0966701,329.3240521,461.0408148,450.6656213,307.1731247,192.9137478,85.0532719,223.6157381,183.3601985,156.1959161,144.456363,142.7646535,198.9853529
lipid98,998.9326434,564.4894091,547.7982876,804.3426635,765.8822148,540.5685615,756.3067453,709.4238564,2577.097147,2062.058612,2758.066133,2628.560269,3136.804172,2904.556516,2218.337915,2532.124847,795.8456411,1121.787654,645.1505732,911.936791,814.8994063,1100.283984,1235.754631,786.7128746,514.8797994,333.4138296,691.2380672,645.1505732,570.7080636,430.7498011,483.4126412,698.656032
lipid104,63.97716536,70.96661764,48.42944917,56.89575369,58.45363658,75.21831314,76.60588896,59.721253,287.3030161,200.7520108,221.8106669,140.6621907,154.3239758,217.4327985,183.3601985,194.765162,77.32824635,85.0532719,97.65344681,105.6333337,105.6333337,59.03324608,55.80897748,67.05863568,130.3853472,112.4783896,124.0352352,76.60588896,83.45489941,154.3239758,85.0532719,94.66521999
lipid105,45.2817848,37.29349135,34.31328718,33.47947712,39.82509803,40.85671084,45.2817848,32.72489181,169.8146844,198.9853529,212.2823259,104.5698042,134.1998382,167.5917007,154.3239758,177.3652479,57.52360954,47.19163223,57.52360954,81.7017508,76.60588896,44.0693463,40.85671084,42.55387463,67.70906928,55.80897748,72.43669216,36.65100916,73.85663272,94.66521999,45.2817848,48.42944917
lipid106,13.82977439,0.168198874,0.149667521,0.113601265,0.216160123,0.161102909,0.206260991,0.109235562,38.48581017,29.60674971,36.65100916,31.66514173,33.47947712,36.97789747,37.74281479,35.90865322,25.71124026,25.05312249,17.75551632,26.88480206,15.82075767,27.19931636,34.31328718,21.26182134,38.09019471,41.44430285,35.01717563,44.61846429,33.07683745,24.74900908,35.40639846,36.97789747
lipid107,23.08280836,16.85176007,20.77983691,17.56866994,22.45976764,18.74059419,21.26182134,19.8171594,72.43669216,53.06247223,79.79945555,70.44068196,62.50308174,78.80079474,68.33980182,66.41182811,42.55387463,44.0693463,29.2652292,39.82509803,29.2652292,49.69765104,50.75762398,37.74281479,55.80897748,61.60905974,56.89575369,70.96661764,41.98174221,37.74281479,55.20585676,56.31764939
lipid108,804.3426635,837.15985,825.5456601,837.15985,748.0834621,837.15985,795.8456411,748.0834621,1521.810586,1521.810586,1587.314315,1327.346168,1428.158525,1472.172319,1235.754631,1266.937647,1285.145375,1521.810586,1062.895624,1367.674132,1049.682911,1678.718775,1218.012728,937.2106084,1611.429153,1727.673142,1611.429153,1472.172319,1385.416987,1285.145375,1385.416987,1611.429153
lipid109,152.1879897,51.93156842,72.43669216,49.04650334,90.83134495,56.31764939,70.44068196,73.85663272,348.8096302,254.6234713,337.734627,316.9481378,389.9094309,407.7644964,307.1731247,348.8096302,276.4014958,403.0665142,243.0894695,348.8096302,232.1655917,333.4138296,303.1177647,219.530163,371.0014793,313.3363809,430.7498011,348.8096302,303.1177647,266.8959676,345.0763109,348.8096302
lipid110,0.05185936,0.039658403,0.044324907,0.027403403,0.074175682,0.028548475,0.045083788,0.027403403,25.71124026,21.26182134,24.50956271,25.95699392,26.5942862,28.62386759,24.50956271,24.00132965,15.38802288,20.36835524,13.97841088,16.43945884,13.82977439,20.5545855,22.08121021,15.38802288,24.74900908,14.1539545,26.88480206,32.02243825,16.6727795,17.09505285,25.71124026,27.603136
lipid112,290.1665556,212.2823259,215.0768212,217.4327985,249.0697754,203.253148,252.0385919,212.2823259,2316.550333,1900.874021,2688.275654,1931.696466,2418.780829,2472.619369,1990.574109,2270.484725,1931.696466,2418.780829,1727.673142,2218.337915,1839.292395,2218.337915,2316.550333,1472.172319,2472.619369,1472.172319,3136.804172,2108.930766,1900.874021,1963.729655,2062.058612,2532.124847
lipid114,12.46282759,0.191114966,0.217456955,0.241235009,11.94035279,0.146173848,0.283786898,0.176553032,47.19163223,37.29349135,42.55387463,28.88876744,38.09019471,41.44430285,25.95699392,36.24854158,14.1539545,13.11966936,15.04104514,15.21484976,13.32581917,12.28891915,14.68428578,12.92778048,16.43945884,12.28891915,16.85176007,12.10837629,11.71474881,12.92778048,16.85176007,16.22120881
lipid115,10.89831445,0.169370438,0.235514767,0.168198874,13.82977439,0.169370438,13.65248408,0.171787684,62.50308174,44.61846429,61.04781362,44.0693463,61.04781362,52.54547761,35.40639846,48.42944917,24.74900908,33.47947712,27.19931636,38.48581017,21.50971667,33.47947712,32.02243825,22.08121021,29.93105623,8.442316875,27.19931636,20.5545855,16.43945884,13.50008957,17.09505285,23.34944484
lipid116,99.94873907,81.7017508,84.26771979,53.06247223,66.41182811,54.45021501,98.82622353,87.27314501,514.8797994,337.734627,424.5631431,495.4088268,508.8789411,556.9425059,290.1665556,483.4126412,371.0014793,570.7080636,412.536212,667.3613405,475.6915876,609.0565795,564.4894091,313.3363809,223.6157381,79.79945555,229.404887,163.6034854,158.3423681,146.3053038,148.1544594,186.113167
lipid117,926.3748398,366.1972537,514.8797994,389.9094309,756.3067453,284.1407118,825.5456601,673.5978485,4619.601876,3289.004861,5093.930717,4465.327455,5744.533427,5441.59833,3362.075822,4619.601876,1015.888765,1496.094081,881.4635336,1307.322511,1032.590033,1496.094081,1385.416987,897.4801323,659.8697486,357.4426952,667.3613405,598.4432072,586.4154898,461.0408148,495.4088268,609.0565795
lipid119,47.19163223,21.26182134,28.88876744,23.72755573,40.39260227,19.27280277,37.74281479,35.90865322,55.20585676,34.64057071,48.42944917,67.70906928,51.93156842,61.60905974,63.97716536,50.75762398,212.2823259,310.5879772,196.7941733,299.696229,217.4327985,329.3240521,322.3926161,221.8106669,76.60588896,39.36487397,97.65344681,77.95786056,54.45021501,59.721253,62.50308174,81.7017508
lipid120,868.5849777,348.8096302,540.5685615,419.7741296,737.17059,316.9481378,718.5160808,667.3613405,1569.814358,1155.72021,1449.136658,1496.094081,1900.874021,1727.673142,1307.322511,1678.718775,1385.416987,2141.103408,1285.145375,2141.103408,1428.158525,2062.058612,1727.673142,1155.72021,3684.416168,2270.484725,4346.253505,4236.082003,3791.104393,3054.277201,3684.416168,4025.925633
lipid121,0.138898854,0.064231909,0.110971784,0.09611372,0.111707035,0.107917559,0.209418239,0.087844557,19.8171594,17.56866994,18.74059419,17.3111106,13.82977439,17.09505285,14.68428578,0.416071696,7.916260044,11.71474881,8.141649782,5.457241146,7.062131673,11.40288159,11.71474881,11.71474881,12.77347138,14.30763029,11.25988336,15.55871854,8.033566296,9.960700126,16.040011,15.55871854
lipid122,3362.075822,3289.004861,2758.066133,2904.556516,2970.495161,2828.189445,3136.804172,3054.277201,8583.339938,8583.339938,9049.49971,7783.469198,8163.302124,8163.302124,7783.469198,8163.302124,7783.469198,9049.49971,7783.469198,9577.584851,9049.49971,9049.49971,8583.339938,5744.533427,10046.44851,7783.469198,12191.12565,9577.584851,9049.49971,9049.49971,9049.49971,9049.49971
lipid124,62.50308174,55.20585676,61.60905974,49.69765104,56.31764939,55.80897748,56.89575369,56.89575369,112.4783896,106.9493466,131.9818705,98.82622353,101.0185511,107.7715813,94.66521999,108.9033165,72.43669216,89.8227962,59.03324608,84.26771979,67.70906928,92.86414612,66.41182811,55.80897748,95.55671728,91.88796394,87.27314501,79.79945555,64.79935743,82.5357564,88.70551195,85.92723057
lipid125,2577.097147,2758.066133,2577.097147,2628.560269,2218.337915,3289.004861,2628.560269,2371.321934,6296.419928,6780.734437,7783.469198,5093.930717,6296.419928,6780.734437,4759.952107,5998.64543,5441.59833,4759.952107,4759.952107,5744.533427,5093.930717,5093.930717,4125.119231,3471.306471,4906.541934,4346.253505,4906.541934,2970.495161,4025.925633,4759.952107,4759.952107,4236.082003
lipid126,375.6085065,299.696229,348.8096302,292.4378601,276.4014958,345.0763109,281.8196309,303.1177647,2532.124847,1931.696466,2828.189445,1633.859527,2175.300934,2418.780829,1327.346168,2218.337915,1049.682911,1678.718775,1549.970979,2029.709746,1611.429153,1062.895624,1428.158525,814.8994063,1345.712781,868.5849777,1931.696466,1184.533505,1100.283984,1140.36104,1327.346168,1285.145375
lipid128,756.3067453,475.6915876,577.9829593,514.8797994,547.7982876,521.0045265,659.8697486,527.3064663,3136.804172,2270.484725,3136.804172,1963.729655,2628.560269,2970.495161,1655.690227,2628.560269,1704.624902,2316.550333,1931.696466,2828.189445,2141.103408,1704.624902,2218.337915,1266.937647,1704.624902,1100.283984,2316.550333,1587.314315,1345.712781,1327.346168,1866.92654,1839.292395
lipid130,22.45976764,31.66514173,29.93105623,20.36835524,21.75764914,28.27869384,24.27019797,19.02989007,95.55671728,73.85663272,90.83134495,56.31764939,85.92723057,85.92723057,62.50308174,85.0532719,30.67029494,35.01717563,30.67029494,44.61846429,28.88876744,28.27869384,24.50956271,24.27019797,34.31328718,24.00132965,33.07683745,25.71124026,18.26192769,21.03502332,32.02243825,24.27019797
lipid132,18.26192769,25.95699392,25.32316414,0.290829567,0.300395609,24.74900908,18.26192769,0.141945192,240.65853,158.3423681,256.5779675,179.4987343,252.0385919,246.1710125,130.3853472,232.1655917,80.70918483,125.7685782,71.66936736,114.0243107,73.21267386,103.2284508,114.0243107,68.33980182,37.29349135,0.374336608,0.654937485,44.0693463,24.74900908,22.74824972,29.93105623,31.31452254
lipid133,198.9853529,97.65344681,142.7646535,127.4085558,161.8333783,103.2284508,196.7941733,152.1879897,709.4238564,540.5685615,846.6451072,681.3225322,857.1536162,804.3426635,593.2676354,616.8677212,181.179158,232.1655917,156.1959161,208.0512049,171.7423744,246.1710125,254.6234713,161.8333783,108.9033165,63.97716536,104.5698042,122.5419407,81.7017508,71.66936736,91.88796394,118.1893297
lipid137,205.8432333,103.2284508,152.1879897,125.7685782,181.179158,87.27314501,192.9137478,161.8333783,322.3926161,232.1655917,325.5404659,333.4138296,394.1174612,385.6665201,303.1177647,307.1731247,223.6157381,325.5404659,229.404887,310.5879772,252.0385919,348.8096302,307.1731247,226.4379354,645.1505732,419.7741296,786.7128746,804.3426635,556.9425059,514.8797994,609.0565795,795.8456411
lipid138,29.60674971,38.91604058,24.00132965,35.40639846,28.27869384,32.46471578,29.93105623,25.95699392,59.721253,57.52360954,59.03324608,37.74281479,41.44430285,50.75762398,41.44430285,43.61536305,30.30924354,29.60674971,38.09019471,41.44430285,43.07020236,25.71124026,21.75764914,25.32316414,73.21267386,66.41182811,59.03324608,38.91604058,36.97789747,58.45363658,48.42944917,51.20022551
lipid139,0.16911986,0.120406568,0.148300362,0.140454695,0.151044218,0.202520158,10.43388791,0.085327064,19.52934975,24.00132965,20.77983691,15.04104514,15.21484976,18.50090276,12.46282759,15.55871854,6.176578712,6.105082303,7.793398861,6.61947552,6.843110238,8.442316875,0.12346688,0.108616847,9.31815149,8.141649782,6.436772977,0.099066527,5.16823175,6.436772977,7.564454324,8.033566296
lipid140,786.7128746,527.3064663,556.9425059,556.9425059,633.6068185,527.3064663,698.656032,645.1505732,1428.158525,1285.145375,1611.429153,1170.569107,1549.970979,1449.136658,1255.387062,1235.754631,1202.661906,1800.386489,1140.36104,1521.810586,1235.754631,2029.709746,1449.136658,1121.787654,1767.887091,1449.136658,2141.103408,1767.887091,1521.810586,1472.172319,1449.136658,1727.673142
lipid142,28.88876744,0.13665309,0.284416748,0.278012387,20.36835524,0.185517643,19.02989007,0.266712685,32.72489181,29.2652292,36.97789747,36.65100916,40.85671084,38.09019471,36.65100916,35.40639846,33.47947712,36.65100916,24.50956271,30.96817631,27.19931636,42.55387463,38.09019471,28.27869384,35.90865322,26.88480206,37.74281479,45.2817848,29.60674971,31.31452254,36.65100916,32.02243825
lipid143,9.607712045,0.13665309,0.087237308,0.096993515,0.183386225,0.127619725,0.201343522,0.095900074,14.68428578,15.55871854,16.22120881,12.92778048,12.46282759,14.49965659,13.97841088,11.55023847,9.31815149,9.960700126,10.43388791,7.916260044,8.29257138,15.21484976,13.50008957,10.73700606,13.82977439,15.04104514,11.94035279,17.09505285,10.56296838,10.73700606,14.49965659,13.65248408
lipid144,586.4154898,457.419252,352.9116309,345.0763109,407.7644964,416.1310556,586.4154898,450.6656213,1100.283984,1015.888765,1088.399202,926.3748398,978.4969656,978.4969656,765.8822148,881.4635336,868.5849777,1170.569107,825.5456601,998.9326434,911.936791,1235.754631,952.260235,691.2380672,1406.989466,1155.72021,1327.346168,1218.012728,1032.590033,1202.661906,1121.787654,1345.712781
lipid145,609.0565795,461.0408148,357.4426952,348.8096302,412.536212,419.7741296,593.2676354,457.419252,1121.787654,1062.895624,1121.787654,952.260235,1015.888765,998.9326434,795.8456411,911.936791,897.4801323,1202.661906,857.1536162,1015.888765,926.3748398,1255.387062,963.3545156,718.5160808,1428.158525,1170.569107,1367.674132,1255.387062,1049.682911,1255.387062,1140.36104,1385.416987
lipid150,32.02243825,13.82977439,17.3111106,14.49965659,30.67029494,0.165432413,27.19931636,17.96224301,125.7685782,82.5357564,104.5698042,115.4331376,103.2284508,108.9033165,85.92723057,112.4783896,76.60588896,144.456363,106.9493466,116.5950151,93.64490091,142.7646535,106.9493466,78.80079474,58.45363658,20.77983691,51.20022551,41.98174221,40.85671084,30.96817631,33.89125367,47.19163223
lipid151,1345.712781,394.1174612,756.3067453,659.8697486,1170.569107,319.8331754,1235.754631,952.260235,4236.082003,2904.556516,4346.253505,4025.925633,4906.541934,4759.952107,3891.444423,4025.925633,1100.283984,1587.314315,963.3545156,1428.158525,1184.533505,1800.386489,1496.094081,1049.682911,765.8822148,416.1310556,937.2106084,667.3613405,911.936791,547.7982876,616.8677212,926.3748398
