ID,RD_509,RD_510,RD_511,RD_512,RD_513,RD_514,RD_515,RD_516,WDO_517,WDO_518,WDO_519,WDO_520,WDO_521,WDO_522,WDO_523,WDO_524,WDE_525,WDE_526,WDE_527,WDE_528,WDE_529,WDE_530,WDE_531,WDE_532,WDD_533,WDD_534,WDD_535,WDD_536,WDD_537,WDD_538,WDD_539,WDD_540
lipid384,106.9493466,96.45815171,124.0352352,107.7715813,93.64490091,130.3853472,97.65344681,115.4331376,198.9853529,179.4987343,198.9853529,163.6034854,127.4085558,215.0768212,158.3423681,160.3091052,68.33980182,77.95786056,91.88796394,89.8227962,77.32824635,75.21831314,67.70906928,69.69998068,127.4085558,83.45489941,94.66521999,69.69998068,61.04781362,88.70551195,75.73090676,92.86414612
lipid386,593.2676354,698.656032,488.5195061,765.8822148,501.719691,804.3426635,547.7982876,564.4894091,1202.661906,1100.283984,1155.72021,737.17059,795.8456411,1049.682911,846.6451072,952.260235,616.8677212,547.7982876,633.6068185,748.0834621,667.3613405,624.5953249,495.4088268,547.7982876,1015.888765,691.2380672,765.8822148,325.5404659,598.4432072,795.8456411,814.8994063,775.0548164
lipid388,1.961028159,70.44068196,0.911049351,0.8122672,1.536536165,1.396823215,62.50308174,0.841817187,399.2368537,577.9829593,450.6656213,240.65853,319.8331754,389.9094309,333.4138296,381.3091441,174.1817823,158.3423681,219.530163,235.5031701,269.6415218,167.5917007,110.89964,129.106557,235.5031701,160.3091052,252.0385919,75.73090676,167.5917007,269.6415218,150.1302179,179.4987343
lipid389,2108.930766,2577.097147,1990.574109,2577.097147,2062.058612,2758.066133,2472.619369,2218.337915,1900.874021,1704.624902,1496.094081,1449.136658,1285.145375,1655.690227,1428.158525,1569.814358,1611.429153,1307.322511,1767.887091,1931.696466,1678.718775,1307.322511,1062.895624,1235.754631,2270.484725,3054.277201,1678.718775,1235.754631,1727.673142,1678.718775,1900.874021,2141.103408
lipid390,514.8797994,570.7080636,501.719691,645.1505732,470.9890916,681.3225322,457.419252,547.7982876,475.6915876,407.7644964,446.0966701,399.2368537,371.0014793,475.6915876,403.0665142,403.0665142,262.0537536,316.9481378,295.6016995,322.3926161,226.4379354,345.0763109,252.0385919,262.0537536,441.409579,598.4432072,441.409579,329.3240521,292.4378601,276.4014958,362.084467,483.4126412
lipid391,2970.495161,4236.082003,3136.804172,4759.952107,3362.075822,4759.952107,3362.075822,3289.004861,7783.469198,9577.584851,8583.339938,6296.419928,6780.734437,7331.048263,6780.734437,7331.048263,4759.952107,4465.327455,4906.541934,6780.734437,5744.533427,4236.082003,3594.648879,4025.925633,5263.921552,4465.327455,5744.533427,2532.124847,5093.930717,5093.930717,4906.541934,5093.930717
lipid392,441.409579,435.9211099,441.409579,570.7080636,466.2301914,577.9829593,424.5631431,501.719691,698.656032,786.7128746,804.3426635,556.9425059,698.656032,667.3613405,598.4432072,652.8836385,341.5971346,407.7644964,375.6085065,424.5631431,381.3091441,446.0966701,319.8331754,295.6016995,534.4726609,430.7498011,514.8797994,313.3363809,399.2368537,381.3091441,412.536212,495.4088268
lipid394,28.27869384,27.603136,23.72755573,23.34944484,24.74900908,17.96224301,0.40724927,20.5545855,152.1879897,70.44068196,65.55157382,63.38933064,88.70551195,133.020993,105.6333337,75.73090676,68.94269702,29.93105623,45.2817848,56.31764939,38.09019471,60.448172,36.24854158,77.32824635,109.7085798,127.4085558,76.60588896,67.05863568,47.86802569,41.98174221,84.26771979,102.1134244
lipid395,85.92723057,0.393234108,0.156462029,29.60674971,103.2284508,0.221516774,25.71124026,45.2817848,232.1655917,137.0588551,127.4085558,329.3240521,264.4534109,240.65853,329.3240521,337.734627,89.8227962,56.89575369,98.82622353,53.87126909,80.70918483,55.20585676,129.106557,134.1998382,69.69998068,146.3053038,67.70906928,215.0768212,412.536212,109.7085798,108.9033165,116.5950151
lipid399,67.70906928,85.92723057,80.70918483,150.1302179,101.0185511,77.32824635,75.21831314,77.95786056,161.8333783,152.1879897,150.1302179,194.765162,229.404887,203.253148,219.530163,208.0512049,98.82622353,66.41182811,59.721253,87.27314501,82.5357564,81.7017508,92.86414612,118.1893297,67.05863568,109.7085798,81.7017508,210.4392955,235.5031701,114.0243107,114.0243107,114.0243107
lipid400,68.33980182,88.70551195,101.0185511,192.9137478,102.1134244,77.95786056,75.73090676,78.80079474,192.9137478,196.7941733,152.1879897,238.0106476,290.1665556,269.6415218,264.4534109,266.8959676,144.456363,97.65344681,70.44068196,137.0588551,83.45489941,110.89964,119.5733718,119.5733718,90.83134495,144.456363,119.5733718,254.6234713,284.1407118,116.5950151,138.9258336,131.9818705
lipid402,403.0665142,90.83134495,109.7085798,124.0352352,709.4238564,59.03324608,208.0512049,264.4534109,673.5978485,501.719691,394.1174612,1202.661906,897.4801323,709.4238564,1088.399202,1202.661906,399.2368537,313.3363809,483.4126412,303.1177647,385.6665201,292.4378601,598.4432072,495.4088268,279.1032037,466.2301914,279.1032037,659.8697486,926.3748398,424.5631431,385.6665201,375.6085065
lipid406,0.590696903,37.74281479,0.517196564,68.33980182,70.44068196,0.446825442,32.72489181,44.0693463,183.3601985,127.4085558,94.66521999,435.9211099,254.6234713,226.4379354,243.0894695,385.6665201,127.4085558,81.7017508,146.3053038,102.1134244,130.3853472,83.45489941,174.1817823,181.179158,54.45021501,103.2284508,61.04781362,135.72843,105.6333337,77.32824635,93.64490091,59.721253
lipid408,846.6451072,556.9425059,748.0834621,534.4726609,1327.346168,514.8797994,786.7128746,765.8822148,2472.619369,2688.275654,2371.321934,3684.416168,4346.253505,2688.275654,3684.416168,3791.104393,1900.874021,1633.859527,2062.058612,1235.754631,1587.314315,1449.136658,1866.92654,2029.709746,1235.754631,1307.322511,1266.937647,1931.696466,2218.337915,1727.673142,1428.158525,1170.569107
lipid409,1140.36104,659.8697486,926.3748398,652.8836385,1521.810586,598.4432072,998.9326434,926.3748398,2758.066133,2758.066133,2628.560269,4346.253505,4759.952107,3289.004861,4125.119231,4125.119231,2108.930766,1839.292395,2316.550333,1385.416987,1767.887091,1655.690227,1990.574109,2175.300934,1266.937647,1385.416987,1307.322511,2029.709746,2316.550333,1931.696466,1521.810586,1184.533505
lipid410,1655.690227,1184.533505,1678.718775,1255.387062,2371.321934,1170.569107,1767.887091,1704.624902,5441.59833,5441.59833,5263.921552,7331.048263,7331.048263,6296.419928,7331.048263,6780.734437,3791.104393,3471.306471,4465.327455,3054.277201,3684.416168,3471.306471,4346.253505,3684.416168,2828.189445,2577.097147,2828.189445,4346.253505,4465.327455,4025.925633,3208.279719,2628.560269
lipid412,254.6234713,163.6034854,161.8333783,158.3423681,357.4426952,97.65344681,254.6234713,203.253148,624.5953249,598.4432072,475.6915876,1235.754631,937.2106084,765.8822148,881.4635336,1015.888765,333.4138296,254.6234713,501.719691,243.0894695,307.1731247,203.253148,483.4126412,381.3091441,196.7941733,190.7029171,152.1879897,709.4238564,352.9116309,325.5404659,259.455446,188.0250492
lipid413,63.38933064,33.07683745,67.05863568,78.80079474,83.45489941,27.603136,1.159737884,60.448172,156.1959161,146.3053038,154.3239758,190.7029171,194.765162,169.8146844,174.1817823,169.8146844,103.2284508,95.55671728,79.79945555,94.66521999,90.83134495,106.9493466,109.7085798,110.89964,91.88796394,94.66521999,101.0185511,156.1959161,110.89964,105.6333337,95.55671728,103.2284508
lipid414,389.9094309,194.765162,252.0385919,198.9853529,495.4088268,129.106557,276.4014958,325.5404659,952.260235,728.7197155,659.8697486,1866.92654,1367.674132,1218.012728,1218.012728,1727.673142,633.6068185,534.4726609,756.3067453,488.5195061,564.4894091,457.419252,846.6451072,756.3067453,299.696229,281.8196309,287.3030161,547.7982876,475.6915876,407.7644964,371.0014793,276.4014958
lipid417,47.86802569,0.3869557,0.626120153,0.22620377,0.399848755,0.465973202,0.442306919,0.457604365,144.456363,133.020993,129.106557,192.9137478,192.9137478,181.179158,169.8146844,179.4987343,59.721253,50.75762398,48.42944917,63.38933064,50.75762398,74.59098724,73.85663272,71.66936736,30.96817631,28.88876744,16.22120881,38.09019471,32.46471578,23.72755573,29.60674971,26.5942862
lipid419,1032.590033,728.7197155,978.4969656,795.8456411,952.260235,673.5978485,804.3426635,1155.72021,430.7498011,424.5631431,371.0014793,633.6068185,495.4088268,534.4726609,470.9890916,508.8789411,299.696229,243.0894695,322.3926161,262.0537536,264.4534109,266.8959676,385.6665201,316.9481378,254.6234713,174.1817823,196.7941733,430.7498011,198.9853529,243.0894695,232.1655917,203.253148
lipid431,357.4426952,279.1032037,319.8331754,223.6157381,403.0665142,226.4379354,279.1032037,366.1972537,718.5160808,681.3225322,698.656032,1032.590033,926.3748398,881.4635336,837.15985,857.1536162,534.4726609,527.3064663,564.4894091,514.8797994,508.8789411,534.4726609,691.2380672,633.6068185,457.419252,348.8096302,446.0966701,624.5953249,457.419252,540.5685615,435.9211099,424.5631431
lipid432,1521.810586,633.6068185,846.6451072,352.9116309,1800.386489,441.409579,1655.690227,1307.322511,2628.560269,2418.780829,1633.859527,6780.734437,4025.925633,3594.648879,4465.327455,5441.59833,1496.094081,1049.682911,3136.804172,926.3748398,1472.172319,846.6451072,2904.556516,1900.874021,837.15985,501.719691,521.0045265,2688.275654,846.6451072,1155.72021,952.260235,616.8677212
lipid433,430.7498011,281.8196309,385.6665201,295.6016995,430.7498011,240.65853,292.4378601,430.7498011,495.4088268,441.409579,419.7741296,624.5953249,616.8677212,593.2676354,527.3064663,540.5685615,249.0697754,226.4379354,235.5031701,272.7230274,212.2823259,272.7230274,279.1032037,281.8196309,137.0588551,119.5733718,135.72843,179.4987343,150.1302179,138.9258336,135.72843,138.9258336
lipid436,1.235716611,0.420351995,0.545584144,0.566775218,2.013329179,0.584105207,0.877985107,109.7085798,0.232592223,0.17873708,0.110330842,0.351066401,0.252797881,0.143321718,0.302221424,0.229028428,169.8146844,114.0243107,109.7085798,69.69998068,87.27314501,80.70918483,215.0768212,183.3601985,44.61846429,67.05863568,28.62386759,142.7646535,62.50308174,35.01717563,72.43669216,56.89575369
lipid442,1549.970979,795.8456411,659.8697486,937.2106084,1549.970979,633.6068185,1406.989466,1655.690227,0.565010229,0.874010998,0.419385153,1.832701998,0.868012121,1.131708198,23.34944484,0.951353037,804.3426635,586.4154898,681.3225322,483.4126412,366.1972537,645.1505732,1155.72021,846.6451072,181.179158,3.722545463,105.6333337,22.45976764,160.3091052,3.5190532,200.7520108,4.76884058
lipid443,50698.70706,21636.46796,32384.46393,28145.38244,50698.70706,19815.15959,50698.70706,45924.78841,8163.302124,7783.469198,6780.734437,20736.7623,11747.80205,11747.80205,14879.21991,18893.52992,7331.048263,7783.469198,9577.584851,7331.048263,7783.469198,6296.419928,11182.53245,9049.49971,3362.075822,2904.556516,3289.004861,6780.734437,4346.253505,4346.253505,4125.119231,3054.277201
lipid445,20736.7623,9049.49971,14196.20267,9577.584851,22931.19343,5263.921552,17862.73441,18893.52992,1062.895624,897.4801323,488.5195061,3362.075822,1235.754631,1307.322511,1839.292395,2371.321934,2062.058612,1428.158525,2371.321934,1155.72021,1385.416987,1049.682911,2970.495161,2141.103408,13.97841088,17.09505285,5.314017694,16.43945884,6.709307215,11.25988336,6.105082303,709.4238564
lipid451,795.8456411,196.7941733,235.5031701,246.1710125,926.3748398,133.020993,514.8797994,586.4154898,0.471649503,0.227228858,0.155592011,21.26182134,0.443348731,0.283786898,19.8171594,71.66936736,1767.887091,868.5849777,1406.989466,593.2676354,633.6068185,540.5685615,1931.696466,1800.386489,259.455446,264.4534109,160.3091052,748.0834621,341.5971346,319.8331754,389.9094309,357.4426952
lipid454,1266.937647,399.2368537,633.6068185,385.6665201,1285.145375,262.0537536,868.5849777,998.9326434,66.41182811,77.32824635,0.588866893,203.253148,99.94873907,135.72843,103.2284508,150.1302179,114.0243107,103.2284508,154.3239758,75.21831314,0.870834161,0.792747536,188.0250492,142.7646535,49.04650334,70.96661764,0.242234418,2.127068391,0.565010229,47.86802569,68.33980182,53.06247223
lipid455,2.361934564,1.772550193,3.599881111,1.973892615,4.76884058,1.415561856,4.013416231,1.880563196,0.351949035,0.299652546,0.152313664,0.731949034,0.339800418,0.203967639,0.215964682,0.565010229,416.1310556,281.8196309,616.8677212,194.765162,240.65853,223.6157381,881.4635336,508.8789411,212.2823259,366.1972537,109.7085798,765.8822148,135.72843,131.9818705,299.696229,292.4378601
lipid458,98.82622353,20.12131202,0.203023045,0.207297565,99.94873907,0.172427531,51.20022551,35.40639846,0.031539431,0.043952469,0.026129545,0.041853359,0.048667671,0.038528215,0.032699891,0.03472611,66.41182811,75.73090676,83.45489941,33.07683745,35.01717563,17.75551632,101.0185511,50.28515199,0.151338409,0.183064081,0.066610481,53.06247223,0.150219982,0.112459121,0.241955527,0.168198874
lipid461,1767.887091,1931.696466,2141.103408,2141.103408,1767.887091,2175.300934,1633.859527,2108.930766,1255.387062,1307.322511,1307.322511,1704.624902,1449.136658,1549.970979,1472.172319,1655.690227,846.6451072,795.8456411,795.8456411,881.4635336,737.17059,825.5456601,1140.36104,952.260235,577.9829593,403.0665142,508.8789411,737.17059,652.8836385,521.0045265,527.3064663,461.0408148
lipid464,1963.729655,1678.718775,1900.874021,1678.718775,2029.709746,1327.346168,1839.292395,2029.709746,0.870834161,0.464191813,0.523959284,219.530163,1.164261068,0.955665214,81.7017508,3.277992717,4.51257266,3.006975719,381.3091441,3.072130575,210.4392955,2.285363292,5.910407728,6.523367045,1121.787654,978.4969656,609.0565795,2628.560269,1062.895624,857.1536162,1049.682911,1088.399202
lipid466,9049.49971,3791.104393,4346.253505,3054.277201,9049.49971,2577.097147,6780.734437,7331.048263,748.0834621,16.22120881,508.8789411,36.97789747,1202.661906,16.040011,1633.859527,1521.810586,6780.734437,6780.734437,7331.048263,4465.327455,5998.64543,5441.59833,12191.12565,8163.302124,3208.279719,3594.648879,2270.484725,10486.99153,3594.648879,3594.648879,4465.327455,3136.804172
lipid468,11182.53245,5263.921552,7331.048263,4236.082003,12191.12565,2904.556516,12191.12565,11182.53245,167.5917007,103.2284508,85.92723057,616.8677212,217.4327985,238.0106476,375.6085065,430.7498011,9049.49971,122.5419407,9049.49971,4906.541934,7331.048263,5744.533427,14196.20267,10046.44851,56.31764939,71.66936736,1428.158525,131.9818705,1800.386489,67.70906928,2532.124847,1569.814358
lipid469,1633.859527,1549.970979,1611.429153,963.3545156,1866.92654,1032.590033,1678.718775,1839.292395,131.9818705,114.0243107,81.7017508,441.409579,152.1879897,221.8106669,252.0385919,303.1177647,110.89964,1449.136658,2577.097147,1088.399202,1449.136658,673.5978485,3471.306471,33.07683745,1963.729655,2108.930766,1345.712781,5998.64543,2904.556516,2062.058612,2970.495161,2577.097147
lipid470,348.8096302,140.6621907,158.3423681,171.7423744,416.1310556,102.1134244,235.5031701,322.3926161,0.187045323,0.15946205,0.072326394,0.329414265,0.208313697,0.086860912,0.214972128,0.143054317,99.94873907,99.94873907,125.7685782,83.45489941,88.70551195,82.5357564,112.4783896,122.5419407,138.9258336,150.1302179,85.0532719,466.2301914,114.0243107,150.1302179,190.7029171,171.7423744
lipid471,256.5779675,138.9258336,150.1302179,133.020993,246.1710125,73.85663272,150.1302179,235.5031701,0.089572481,0.073059671,0.040789801,0.23898791,0.124107448,0.137302953,0.207617164,0.109821515,101.0185511,102.1134244,81.7017508,103.2284508,63.97716536,93.64490091,167.5917007,154.3239758,0.726866844,138.9258336,0.539796337,190.7029171,94.66521999,0.590696903,1.323993112,0.737840066
lipid476,272.7230274,266.8959676,325.5404659,196.7941733,362.084467,205.8432333,264.4534109,307.1731247,73.21267386,1.170880872,0.351949035,221.8106669,1.042063153,119.5733718,107.7715813,138.9258336,556.9425059,521.0045265,556.9425059,276.4014958,357.4426952,299.696229,775.0548164,728.7197155,81.7017508,87.27314501,69.69998068,3.039204558,79.79945555,72.43669216,92.86414612,61.04781362
lipid479,1100.283984,385.6665201,586.4154898,897.4801323,1266.937647,495.4088268,681.3225322,1235.754631,0.095900074,0.175436532,0.066340902,46.75584424,20.5545855,29.2652292,27.94654214,24.27019797,295.6016995,203.253148,259.455446,118.1893297,144.456363,138.9258336,262.0537536,284.1407118,158.3423681,154.3239758,95.55671728,527.3064663,148.1544594,181.179158,229.404887,196.7941733
lipid480,0.795651704,20.5545855,36.97789747,17.96224301,0.734398327,0.369670313,0.601706178,0.443348731,0.032486733,0.027854593,0.037334782,0.073521627,0.054383971,0.02753293,0.029423085,0.044440634,148.1544594,105.6333337,95.55671728,68.94269702,57.52360954,67.05863568,150.1302179,108.9033165,38.48581017,45.2817848,19.27280277,99.94873907,28.88876744,24.27019797,51.93156842,40.39260227
lipid482,2029.709746,1900.874021,2108.930766,1367.674132,1963.729655,1655.690227,2175.300934,1931.696466,804.3426635,926.3748398,673.5978485,1406.989466,1155.72021,1088.399202,1170.569107,1472.172319,319.8331754,221.8106669,514.8797994,266.8959676,319.8331754,192.9137478,457.419252,416.1310556,133.020993,92.86414612,114.0243107,279.1032037,107.7715813,169.8146844,103.2284508,90.83134495
lipid483,5998.64543,3471.306471,4465.327455,2418.780829,5998.64543,2688.275654,5441.59833,5441.59833,652.8836385,911.936791,457.419252,2418.780829,1100.283984,1184.533505,1385.416987,1549.970979,5998.64543,5093.930717,6296.419928,3471.306471,691.2380672,4125.119231,8163.302124,6296.419928,1521.810586,1235.754631,1218.012728,3891.444423,1569.814358,2688.275654,2029.709746,1428.158525
lipid484,1406.989466,1521.810586,1633.859527,1327.346168,1184.533505,1235.754631,1367.674132,1569.814358,319.8331754,357.4426952,295.6016995,728.7197155,540.5685615,645.1505732,624.5953249,698.656032,1569.814358,1140.36104,1088.399202,1049.682911,978.4969656,1140.36104,1611.429153,1678.718775,756.3067453,577.9829593,593.2676354,1100.283984,728.7197155,804.3426635,804.3426635,737.17059
lipid485,718.5160808,416.1310556,508.8789411,7.160120901,577.9829593,424.5631431,501.719691,609.0565795,0.164054615,0.161216672,0.074607006,88.70551195,0.138898854,0.150505754,0.243176461,60.448172,0.483060161,0.563390978,1.331311145,0.43995559,0.446825442,0.517196564,121.1132682,1.103493742,215.0768212,194.765162,122.5419407,814.8994063,190.7029171,133.020993,203.253148,3.240136513
lipid486,7331.048263,6296.419928,8163.302124,3594.648879,8163.302124,4125.119231,7783.469198,7783.469198,837.15985,857.1536162,385.6665201,2970.495161,1184.533505,1428.158525,1549.970979,1866.92654,4025.925633,2904.556516,5441.59833,2532.124847,3891.444423,2828.189445,4906.541934,4619.601876,12779.40794,12779.40794,11182.53245,32384.46393,16898.94864,15651.71123,17862.73441,12191.12565
lipid487,8583.339938,4465.327455,5998.64543,3289.004861,9577.584851,3208.279719,8583.339938,8163.302124,352.9116309,341.5971346,186.113167,1121.787654,416.1310556,624.5953249,667.3613405,765.8822148,5263.921552,4906.541934,3791.104393,1800.386489,2108.930766,3594.648879,6780.734437,5998.64543,11.94035279,10.27502819,1235.754631,23.34944484,1866.92654,5.737958275,7.244872193,3.722545463
lipid488,14879.21991,14879.21991,15651.71123,12191.12565,20736.7623,9577.584851,22931.19343,19815.15959,461.0408148,375.6085065,174.1817823,1839.292395,598.4432072,691.2380672,691.2380672,1170.569107,2904.556516,1655.690227,4236.082003,1727.673142,2371.321934,1611.429153,4465.327455,3054.277201,8583.339938,11747.80205,7783.469198,28145.38244,11182.53245,10046.44851,11182.53245,9577.584851
lipid489,1990.574109,2270.484725,2371.321934,2270.484725,2175.300934,2316.550333,2029.709746,2532.124847,337.734627,295.6016995,177.3652479,825.5456601,407.7644964,527.3064663,475.6915876,521.0045265,756.3067453,598.4432072,978.4969656,681.3225322,748.0834621,737.17059,857.1536162,837.15985,1866.92654,2175.300934,1727.673142,3471.306471,2418.780829,1655.690227,2218.337915,2029.709746
lipid491,146.3053038,2532.124847,3684.416168,2532.124847,5744.533427,2532.124847,4125.119231,5093.930717,133.020993,102.1134244,57.52360954,430.7498011,137.0588551,190.7029171,198.9853529,299.696229,1633.859527,911.936791,1704.624902,718.5160808,868.5849777,795.8456411,2141.103408,1931.696466,1655.690227,1990.574109,1202.661906,5744.533427,2577.097147,1800.386489,2577.097147,1990.574109
lipid494,295.6016995,205.8432333,262.0537536,205.8432333,303.1177647,183.3601985,299.696229,348.8096302,16.040011,21.50971667,0.152313664,68.94269702,24.74900908,39.36487397,41.98174221,43.07020236,2.013329179,70.44068196,107.7715813,68.33980182,70.44068196,1.181541813,2.231730926,1.880563196,238.0106476,287.3030161,144.456363,633.6068185,266.8959676,212.2823259,310.5879772,226.4379354
lipid495,246.1710125,174.1817823,192.9137478,131.9818705,272.7230274,105.6333337,243.0894695,262.0537536,0.119206973,0.156462029,0.067047699,0.367662172,0.134665822,0.071479188,0.249798869,0.19008352,47.19163223,49.04650334,0.597208561,35.90865322,46.00735499,30.96817631,99.94873907,82.5357564,50.28515199,78.80079474,38.48581017,161.8333783,73.21267386,54.45021501,83.45489941,60.448172
lipid497,6296.419928,2628.560269,3289.004861,3208.279719,7331.048263,2371.321934,5263.921552,6780.734437,30.67029494,28.27869384,0.310268892,133.020993,49.69765104,63.38933064,0.814986592,109.7085798,20.36835524,131.9818705,14.30763029,4.639735475,9.433743098,7.244872193,26.5942862,1767.887091,7.793398861,16.6727795,290.1665556,1611.429153,633.6068185,508.8789411,673.5978485,8.141649782
lipid498,698.656032,287.3030161,381.3091441,333.4138296,652.8836385,229.404887,441.409579,756.3067453,0.199654301,0.190348446,0.076781892,54.45021501,0.245167864,34.64057071,24.27019797,0.152176163,385.6665201,266.8959676,457.419252,219.530163,316.9481378,262.0537536,570.7080636,446.0966701,461.0408148,624.5953249,345.0763109,1521.810586,765.8822148,616.8677212,698.656032,556.9425059
lipid499,2688.275654,1655.690227,1800.386489,2029.709746,2904.556516,1255.387062,2577.097147,2904.556516,0.080372052,0.135236035,0.057049675,0.165432413,0.074175682,0.046660022,0.302934235,0.103035002,272.7230274,165.2600422,279.1032037,129.106557,138.9258336,125.7685782,333.4138296,272.7230274,163.6034854,1.4558466,0.510790952,435.9211099,119.5733718,108.9033165,161.8333783,134.1998382
lipid500,616.8677212,403.0665142,609.0565795,616.8677212,645.1505732,446.0966701,598.4432072,804.3426635,0.119206973,0.065296836,0.04588967,0.166483991,0.081111857,0.108023109,0.088608832,0.070041391,112.4783896,92.86414612,76.60588896,74.59098724,16.040011,79.79945555,146.3053038,115.4331376,0.331388761,89.8227962,40.85671084,0.544283924,56.31764939,15.21484976,63.97716536,52.54547761
lipid501,134.1998382,55.80897748,76.60588896,57.52360954,134.1998382,41.98174221,85.92723057,131.9818705,0.137017025,0.163760842,0.158278067,33.07683745,0.158892217,0.106469899,0.174881589,21.50971667,0.750208035,0.351507646,0.746975206,22.08121021,0.411990063,0.361180073,0.822468084,0.795651704,232.1655917,292.4378601,127.4085558,857.1536162,276.4014958,183.3601985,313.3363809,295.6016995
lipid502,424.5631431,310.5879772,403.0665142,381.3091441,366.1972537,279.1032037,419.7741296,399.2368537,0.077667949,0.047376742,0.016603985,0.071240034,0.035555031,0.048112316,0.048525092,0.042149851,243.0894695,287.3030161,208.0512049,142.7646535,108.9033165,160.3091052,466.2301914,252.0385919,36.97789747,35.90865322,28.88876744,94.66521999,34.31328718,38.09019471,65.55157382,43.61536305
lipid503,287.3030161,292.4378601,329.3240521,219.530163,252.0385919,259.455446,269.6415218,295.6016995,61.04781362,0.834763543,53.87126909,129.106557,81.7017508,104.5698042,97.65344681,135.72843,106.9493466,88.70551195,103.2284508,63.97716536,75.73090676,78.80079474,163.6034854,131.9818705,37.74281479,33.47947712,19.02989007,85.92723057,39.82509803,32.02243825,33.07683745,32.72489181
lipid504,737.17059,424.5631431,446.0966701,252.0385919,775.0548164,333.4138296,728.7197155,633.6068185,134.1998382,140.6621907,87.27314501,348.8096302,186.113167,2.155639321,212.2823259,252.0385919,1.70394396,0.544283924,127.4085558,0.795651704,1.623321803,0.614355938,135.72843,2.396266945,319.8331754,295.6016995,148.1544594,1678.718775,319.8331754,333.4138296,357.4426952,259.455446
lipid505,1449.136658,1266.937647,1587.314315,667.3613405,1449.136658,998.9326434,450.6656213,1521.810586,70.44068196,93.64490091,0.646067598,254.6234713,108.9033165,174.1817823,163.6034854,205.8432333,1428.158525,998.9326434,1569.814358,868.5849777,825.5456601,837.15985,2029.709746,1839.292395,6.176578712,3.901484531,313.3363809,795.8456411,540.5685615,534.4726609,446.0966701,3.641355892
lipid507,2418.780829,2175.300934,2628.560269,1800.386489,2418.780829,2108.930766,2316.550333,2688.275654,381.3091441,333.4138296,167.5917007,881.4635336,514.8797994,262.0537536,609.0565795,926.3748398,1140.36104,765.8822148,1611.429153,756.3067453,846.6451072,652.8836385,1587.314315,1406.989466,3136.804172,2970.495161,2758.066133,7331.048263,4619.601876,3289.004861,3791.104393,2970.495161
lipid508,5093.930717,3362.075822,4025.925633,3362.075822,5093.930717,2970.495161,4906.541934,5744.533427,116.5950151,107.7715813,39.82509803,540.5685615,181.179158,194.765162,223.6157381,416.1310556,765.8822148,564.4894091,1100.283984,450.6656213,556.9425059,435.9211099,1285.145375,911.936791,1472.172319,2316.550333,1140.36104,5093.930717,2758.066133,1587.314315,2270.484725,1633.859527
lipid509,952.260235,881.4635336,1235.754631,1049.682911,897.4801323,1088.399202,881.4635336,1121.787654,105.6333337,89.8227962,51.93156842,223.6157381,121.1132682,142.7646535,140.6621907,196.7941733,232.1655917,196.7941733,223.6157381,232.1655917,174.1817823,205.8432333,345.0763109,292.4378601,424.5631431,534.4726609,394.1174612,825.5456601,593.2676354,348.8096302,466.2301914,441.409579
lipid510,93.64490091,144.456363,154.3239758,87.27314501,109.7085798,104.5698042,94.66521999,99.94873907,0.171136157,0.09964179,0.093958428,21.50971667,0.242609667,0.187721206,0.196742784,15.21484976,93.64490091,91.88796394,74.59098724,67.70906928,61.04781362,91.88796394,137.0588551,127.4085558,0.351066401,24.50956271,0.185517643,58.45363658,30.67029494,19.02989007,0.427807572,25.32316414
lipid511,570.7080636,652.8836385,645.1505732,441.409579,598.4432072,450.6656213,119.5733718,718.5160808,33.07683745,31.31452254,0.215584642,107.7715813,47.86802569,46.00735499,64.79935743,93.64490091,313.3363809,240.65853,399.2368537,215.0768212,313.3363809,238.0106476,412.536212,362.084467,313.3363809,345.0763109,292.4378601,786.7128746,483.4126412,501.719691,430.7498011,299.696229
lipid512,1202.661906,540.5685615,691.2380672,461.0408148,1472.172319,313.3363809,1100.283984,1472.172319,15.55871854,0.214794801,0.1341862,45.2817848,17.09505285,17.3111106,22.45976764,34.31328718,105.6333337,55.80897748,160.3091052,59.03324608,103.2284508,1.374431219,134.1998382,107.7715813,1367.674132,1963.729655,814.8994063,4465.327455,2270.484725,1367.674132,1678.718775,1327.346168
lipid513,825.5456601,737.17059,857.1536162,756.3067453,911.936791,667.3613405,837.15985,937.2106084,19.27280277,0.081635304,0.165196013,50.75762398,26.88480206,24.27019797,33.07683745,41.44430285,424.5631431,264.4534109,540.5685615,240.65853,279.1032037,229.404887,577.9829593,483.4126412,775.0548164,897.4801323,564.4894091,2472.619369,937.2106084,709.4238564,1088.399202,963.3545156
lipid514,292.4378601,307.1731247,407.7644964,394.1174612,295.6016995,299.696229,319.8331754,416.1310556,0.031116455,0.039658403,0.026129545,0.062810376,0.04633107,0.038528215,0.044060691,0.04979105,118.1893297,73.21267386,108.9033165,66.41182811,45.2817848,57.52360954,148.1544594,93.64490091,121.1132682,198.9853529,80.70918483,295.6016995,115.4331376,76.60588896,144.456363,148.1544594
